STAID,LAT_GAGE,LNG_GAGE,HYDRO_DISTURB_INDX,BAS_COMPACTNESS,DRAIN_SQKM,GEOL_REEDBUSH_DOM,GEOL_REEDBUSH_DOM_PCT,SNOW_PCT_PRECIP,STREAMS_KM_SQ_KM,STRAHLER_MAX,MAINSTEM_SINUOUSITY,BFI_AVE,CONTACT,PCT_1ST_ORDER,PCT_2ND_ORDER,PCT_3RD_ORDER,PCT_4TH_ORDER,PCT_5TH_ORDER,PCT_6TH_ORDER_OR_MORE,DDENS_2009,STOR_NOR_2009,NPDES_MAJ_DENS,DEVNLCD06,FORESTNLCD06,PLANTNLCD06,WATERNLCD06,WOODYWETNLCD06,EMERGWETNLCD06,NITR_APP_KG_SQKM,PHOS_APP_KG_SQKM,PESTAPP_KG_SQKM,ECO2_BAS_DOM,ECO3_BAS_DOM,NUTR_BAS_DOM,HLR_BAS_DOM_100M,PNV_BAS_DOM,AWCAVE,PERMAVE,BDAVE,OMAVE,WTDEPAVE,ROCKDEPAVE,CLAYAVE,SILTAVE,KFACT_UP,RFACT,ELEV_MEAN_M_BASIN,SLOPE_PCT,ASPECT_DEGREES,Group
2174250,33.378769,-80.699815,10,2.3,61.6,1,100.0,0.0,0.68,2,1.11,67.3,540.6,68.56,31.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.45,27.62,38.37,0.01,15.94,0.53,3322.3,726.2,119.5,8.5,63,14,1,55,0.12,2.96,1.46,0.63,2.01,60.0,23.52,21.47,0.17,278.95,50.4,0.1,111.1,Other
2175000,33.027946,-80.391488,20,2.12,7077.1,1,80.4,0.5,0.62,6,2.01,69.8,337.4,56.04,18.2,10.33,6.28,5.39,0.5,5.07,5.84,0.08,6.12,29.7,23.97,0.73,21.62,0.66,2371.1,553.7,96.6,8.3,65,9,1,56,0.11,4.77,1.51,0.64,3.52,60.0,20.03,17.2,0.15,275.48,76.9,1.3,134.8,Other
2177000,34.813981,-83.305993,14,1.54,526.8,1,87.8,5.8,0.91,4,1.95,66.7,20.6,61.63,17.84,12.02,8.5,0.0,0.0,2.47,2.06,0.0,3.67,93.12,1.87,0.08,0.14,0.0,272.6,73.8,3.8,8.4,66,11,19,49,0.13,2.66,1.4,0.68,5.84,46.79,20.33,35.86,0.22,363.14,757.4,20.1,149.5,Undeveloped
2198500,32.528237,-81.268716,25,1.04,25530.8,1,88.7,2.1,0.78,10,1.72,58.8,224.9,58.41,18.76,10.84,5.7,2.35,2.54,2.99,436.82,0.18,8.33,53.44,14.51,3.38,7.15,0.29,1793.8,505.1,19.0,8.3,45,9,7,55,0.13,2.62,1.43,0.45,5.21,57.26,30.86,28.68,0.24,272.91,198.7,4.6,156.3,Other
2203603,33.683889,-84.415278,21,2.88,6.0,1,100.0,2.0,0.24,1,1.18,45.8,208.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.75,7.25,0.0,0.0,0.0,0.0,140.6,12.2,0.0,8.3,45,9,7,55,0.13,1.71,1.39,0.25,2.58,17.5,36.13,26.97,0.23,290.68,298.7,3.6,87.2,Urban
2203655,33.678997,-84.357981,20,1.98,59.6,1,100.0,2.0,0.47,2,1.21,45.8,232.0,85.22,14.78,0.0,0.0,0.0,0.0,1.68,1.86,0.0,78.54,19.83,0.29,0.13,0.77,0.0,134.1,12.2,0.0,8.3,45,9,16,55,0.13,1.66,1.39,0.27,3.22,25.74,35.88,28.39,0.25,290.56,283.5,3.9,89.4,Urban
2203700,33.688997,-84.33048,19,2.33,27.6,1,100.0,2.0,0.31,1,1.49,46.1,177.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.35,11.81,1.13,0.11,0.0,0.0,125.6,12.8,0.0,8.3,45,9,16,55,0.13,1.63,1.39,0.28,3.31,29.94,36.25,29.6,0.25,290.99,290.1,4.2,159.0,Urban
2207385,33.815107,-83.990188,20,2.23,44.7,2,100.0,2.6,0.8,2,1.21,50.6,115.9,74.79,25.21,0.0,0.0,0.0,0.0,15.68,3.4,0.0,59.73,27.19,8.64,1.13,1.01,0.0,1215.5,306.2,1.9,8.3,45,9,7,55,0.12,2.78,1.4,0.47,5.29,50.6,24.84,29.89,0.24,281.96,296.5,3.2,158.7,Urban
2215000,32.280718,-83.461006,22,1.32,9790.7,1,90.8,1.2,0.77,8,1.59,49.0,195.5,56.82,19.6,10.03,7.84,1.95,3.01,5.58,37.69,0.25,20.67,48.99,13.64,1.4,6.08,0.23,1196.5,323.2,49.3,8.3,45,9,7,55,0.13,2.47,1.43,0.37,5.25,56.37,30.49,27.38,0.23,285.33,186.1,3.5,148.5,Other
2215500,31.920183,-82.674027,21,0.89,13566.9,1,88.5,0.9,0.77,8,1.84,47.8,226.0,56.78,19.7,10.34,6.83,1.62,3.92,4.7,27.96,0.18,16.15,46.66,16.87,1.18,9.03,0.44,1619.3,439.5,74.8,8.3,45,9,7,55,0.12,2.77,1.46,0.41,4.87,57.38,28.85,25.3,0.21,298.98,157.3,3.0,139.5,Other
2269160,27.43254,-81.13951,29,0.98,5290.0,6,87.38,0.0,0.52,6,1.39,50.6,350.9,25.65,12.85,8.87,4.24,2.62,0.16,0.3,197.16,0.06,17.45,0.74,22.06,10.09,29.08,6.08,2709.2,634.6,358.6,8.5,75,12,1,56,0.1,11.29,1.43,6.08,1.41,57.64,5.79,4.75,0.1,531.66,22.3,0.2,101.4,Other
2270500,27.442538,-81.297293,19,1.36,982.2,6,72.6,0.0,0.51,4,2.11,57.3,123.3,18.32,11.78,5.59,2.97,0.0,0.0,0.0,0.0,0.0,13.39,3.96,28.86,7.82,23.17,4.09,3946.9,882.3,1416.6,8.5,75,12,1,56,0.1,12.14,1.4,7.15,1.97,57.57,4.82,4.53,0.1,546.68,27.2,0.3,146.1,Other
2274005,27.377542,-80.845339,23,1.79,23.2,6,100.0,0.0,1.77,2,1.16,49.1,164.8,17.2,12.27,0.0,0.0,0.0,0.0,8.61,28.24,0.0,3.98,0.0,75.18,1.69,10.61,6.0,9463.9,2192.5,58.6,8.5,75,12,1,36,0.08,11.13,1.52,0.47,0.9,57.48,3.6,4.29,0.1,570.42,18.5,0.0,192.1,Agricultural
2274010,27.36532,-80.87256,21,2.03,135.1,6,100.0,0.0,1.67,3,1.56,49.8,202.1,16.32,8.16,0.07,0.0,0.0,0.0,1.48,4.86,0.0,2.84,0.02,75.22,0.38,16.28,3.75,8218.5,1926.1,257.2,8.5,75,12,1,36,0.08,10.8,1.52,0.69,0.86,57.74,4.94,4.49,0.1,564.25,15.8,0.0,189.1,Agricultural
2307359,28.095833,-82.6875,19,2.86,80.0,1,60.4,0.0,0.31,2,1.22,32.9,158.2,16.79,34.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.41,8.89,13.99,6.95,36.52,4.37,3054.2,626.6,1238.9,8.5,75,12,1,56,0.09,12.2,1.46,3.87,1.5,57.24,3.9,4.3,0.1,550.36,11.7,0.1,244.6,Other
2310947,28.311952,-82.055915,14,1.38,649.6,1,100.0,0.0,0.48,5,1.53,46.1,355.0,43.43,15.46,9.07,6.12,6.2,0.0,0.0,0.0,0.0,4.55,2.59,26.16,1.07,57.46,3.99,2069.7,520.8,206.1,8.5,75,12,2,56,0.11,10.37,1.39,8.41,0.9,59.07,8.28,5.54,0.1,515.77,35.8,0.1,305.2,Other
2314500,30.680556,-82.560556,14,2.64,3322.2,1,60.3,0.0,0.31,5,1.58,33.5,643.2,51.89,27.36,10.03,8.16,1.51,0.0,0.06,120.65,0.0,3.36,25.99,1.08,0.18,53.67,3.52,107.8,29.2,2.4,8.5,75,12,1,56,0.11,7.57,1.44,5.16,0.67,60.0,10.51,10.95,0.11,417.46,40.8,0.0,133.2,Undeveloped
2318500,30.793056,-83.453611,18,1.86,3863.7,1,100.0,0.0,0.86,6,1.53,42.1,162.3,57.96,19.47,9.97,7.21,2.87,2.43,3.88,6.24,0.1,8.16,30.37,38.38,0.69,14.34,1.59,5089.4,1374.2,226.1,8.3,65,9,1,56,0.1,4.56,1.56,0.67,3.0,60.0,21.78,16.67,0.12,415.0,81.5,1.1,146.1,Other
2334885,34.032323,-84.089356,21,1.93,122.1,1,100.0,3.9,0.76,3,1.35,55.5,111.3,57.51,25.77,15.35,0.0,0.0,0.0,2.46,3.08,0.82,56.85,32.49,5.21,0.28,2.33,0.0,777.5,205.4,1.2,8.3,45,9,16,55,0.13,1.76,1.38,0.28,5.77,58.27,34.55,29.96,0.26,286.95,333.2,4.4,223.4,Urban
2335870,33.953889,-84.443333,24,2.44,79.5,1,100.0,4.0,0.59,3,1.44,49.7,205.0,55.39,33.06,11.55,0.0,0.0,0.0,11.32,6.26,0.0,76.66,21.37,0.67,0.48,0.51,0.0,113.5,8.8,0.0,8.3,45,9,16,55,0.14,1.59,1.38,0.28,3.94,34.55,35.84,29.9,0.27,292.63,317.9,4.1,137.9,Urban
2336120,33.831493,-84.342703,21,2.49,91.3,1,100.0,3.0,0.6,3,1.26,48.0,205.5,69.77,12.39,17.84,0.0,0.0,0.0,6.57,0.39,0.0,82.5,16.03,0.12,0.36,0.87,0.0,118.5,10.9,0.0,8.3,45,9,16,55,0.14,1.6,1.38,0.28,3.94,34.54,35.82,29.9,0.27,289.54,294.3,4.0,218.5,Urban
2336240,33.802883,-84.340759,19,1.89,71.6,1,100.0,2.7,0.65,3,1.51,47.5,177.3,63.71,34.63,1.67,0.0,0.0,0.0,1.4,0.0,0.0,78.93,20.07,0.23,0.17,0.42,0.0,122.8,9.4,0.0,8.3,45,9,7,55,0.14,1.61,1.38,0.28,3.93,34.49,35.71,29.9,0.27,289.75,301.4,3.7,255.6,Urban
2336300,33.819444,-84.407778,20,2.19,221.7,1,100.0,2.6,0.57,4,1.29,47.3,185.9,62.51,19.16,14.34,3.99,0.0,0.0,3.16,0.16,0.0,82.79,16.16,0.12,0.24,0.54,0.0,119.9,9.9,0.0,8.3,45,9,16,55,0.14,1.62,1.38,0.28,3.73,31.89,35.83,29.45,0.26,290.3,292.1,4.0,234.7,Urban
2336360,33.869167,-84.378889,28,2.47,68.1,1,100.0,3.1,0.58,3,1.3,47.8,211.0,63.66,11.11,25.08,0.0,0.0,0.0,7.35,7.28,0.0,80.39,17.94,0.1,0.93,0.38,0.0,119.2,9.6,0.0,8.3,45,9,16,55,0.14,1.59,1.38,0.28,3.94,34.55,35.84,29.9,0.27,290.44,298.3,4.1,197.2,Urban
2336526,33.794273,-84.474375,19,2.83,35.1,1,100.0,2.0,0.44,2,1.52,45.6,222.8,98.06,1.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.55,13.11,0.99,0.1,0.06,0.0,133.2,10.2,0.0,8.3,45,9,16,55,0.13,1.68,1.39,0.26,2.9,21.57,36.06,27.67,0.24,293.28,285.7,4.2,319.1,Urban
2337410,33.653806,-84.821028,21,2.36,172.2,1,100.0,2.5,0.56,4,1.36,47.2,129.3,68.79,16.22,6.26,8.74,0.0,0.0,6.39,58.63,0.0,16.54,59.05,14.42,1.27,1.04,0.0,1267.5,357.8,0.4,8.3,45,9,16,55,0.13,1.83,1.38,0.28,5.7,57.65,34.05,29.92,0.26,302.65,333.0,5.4,128.3,Other
2338000,33.477058,-84.900772,30,0.91,6250.6,1,96.9,3.7,0.73,6,1.51,56.5,141.0,60.34,18.58,10.49,4.89,4.37,1.04,6.32,394.32,0.29,32.14,49.41,9.52,3.31,1.22,0.0,2101.2,629.5,2.1,8.3,45,9,16,55,0.13,1.88,1.39,0.32,5.27,50.49,32.6,30.94,0.25,301.28,367.9,6.7,167.9,Urban
2338500,33.27928,-85.09994,28,0.79,6918.4,1,97.04,3.5,0.74,6,1.5,55.9,141.7,60.32,18.67,10.64,4.39,3.93,1.74,5.94,366.69,0.29,29.87,50.5,10.26,3.17,1.27,0.0,2083.6,622.1,1.9,8.3,45,9,16,55,0.13,1.88,1.39,0.32,5.29,51.25,32.67,30.9,0.25,302.19,358.7,6.5,164.6,Urban
2338660,33.235397,-84.987716,23,2.64,323.4,1,100.0,1.4,0.89,4,1.33,48.8,221.8,60.39,21.12,14.26,4.24,0.0,0.0,9.28,10.72,0.0,8.08,60.74,15.4,1.66,5.77,0.0,506.5,127.0,2.3,8.3,45,9,16,55,0.14,1.62,1.38,0.28,5.87,58.99,35.49,30.02,0.27,309.22,241.5,4.0,211.5,Other
2349500,32.298213,-84.043797,19,1.51,7574.7,1,81.8,0.9,0.86,7,1.73,51.2,163.6,58.27,19.21,11.31,5.53,1.84,2.89,4.29,13.16,0.09,10.2,55.11,16.58,1.02,6.91,0.13,1258.1,347.2,24.9,8.3,45,9,7,55,0.12,2.84,1.44,0.37,5.5,57.2,29.23,26.53,0.22,303.58,208.4,3.4,147.1,Other
2349605,32.293056,-84.043611,19,1.47,7574.7,1,81.8,0.9,0.86,7,1.72,51.2,163.6,58.25,19.22,11.32,5.54,1.84,2.89,4.29,13.16,0.09,10.2,55.1,16.58,1.02,6.91,0.13,1258.1,347.2,24.9,8.3,45,9,7,55,0.12,2.84,1.44,0.37,5.5,57.2,29.23,26.53,0.22,303.58,208.4,3.4,147.5,Other
2350080,32.033889,-83.996389,14,2.37,161.5,1,100.0,0.0,0.84,4,1.38,59.5,171.6,61.9,20.42,9.9,7.78,0.0,0.0,4.33,5.5,0.0,5.23,32.29,43.08,0.52,10.43,1.19,5839.6,1567.3,313.1,8.3,65,9,2,56,0.12,3.21,1.52,0.35,4.63,60.0,28.51,18.28,0.16,346.64,111.3,1.7,117.1,Other
2353000,31.306944,-84.338889,18,1.13,14899.4,1,90.8,0.5,0.79,8,1.68,53.8,172.5,58.55,18.48,11.32,4.75,1.56,3.89,3.04,20.87,0.09,8.54,48.3,23.84,0.92,8.44,0.47,2438.3,659.1,110.4,8.3,65,9,7,55,0.12,3.31,1.49,0.41,4.9,58.57,27.12,22.56,0.19,335.47,157.0,2.5,168.4,Other
2356000,30.911577,-84.579914,17,1.99,19140.8,1,93.0,0.4,0.74,8,1.68,54.0,184.2,56.84,18.66,11.6,5.3,1.68,3.89,2.85,16.89,0.08,7.54,45.45,27.07,0.82,9.25,0.55,2891.7,781.0,129.1,8.3,65,9,1,55,0.12,3.44,1.5,0.42,4.72,58.92,26.52,21.45,0.18,356.65,137.9,2.2,169.8,Other
2358000,30.701025,-84.859087,23,0.94,44277.7,1,93.0,0.9,0.79,9,1.28,53.6,172.1,59.36,17.94,10.36,5.31,2.34,3.1,3.16,127.49,0.11,10.62,49.57,20.89,1.99,6.69,0.33,2226.0,600.4,81.9,8.3,65,9,16,55,0.12,3.11,1.48,0.4,4.93,57.6,27.63,23.86,0.2,358.61,169.5,3.2,169.5,Other
2359170,29.949371,-85.015469,20,0.77,49802.3,1,89.7,0.8,0.76,11,1.38,54.1,185.7,58.74,17.86,10.22,5.26,2.57,3.39,2.85,115.87,0.11,10.01,48.0,20.5,1.91,8.72,0.41,2144.1,570.1,82.0,8.3,65,9,16,55,0.12,3.32,1.48,0.46,4.78,57.87,26.68,23.17,0.2,374.03,154.8,3.0,169.0,Other
2380500,34.674975,-84.508554,27,1.79,611.6,1,100.0,6.1,0.93,5,2.06,64.9,31.0,58.82,23.07,7.32,10.03,0.76,0.0,6.87,8.19,0.16,6.83,85.88,5.05,0.12,0.2,0.0,3134.2,960.0,16.5,8.4,66,11,16,49,0.14,2.85,1.41,0.64,5.63,42.45,18.53,35.49,0.22,321.33,589.4,15.0,233.6,Other
2381090,34.70314,-84.53937,17,2.41,160.0,1,100.0,5.7,0.99,4,1.32,59.9,27.6,58.87,24.68,13.64,2.81,0.0,0.0,3.12,11.06,0.0,2.88,92.99,2.71,0.19,0.07,0.0,1348.8,413.3,0.5,8.4,66,11,16,49,0.14,2.68,1.41,0.62,5.7,40.73,19.01,35.43,0.22,339.4,579.9,16.4,175.2,Undeveloped
2387000,34.666749,-84.928276,22,1.76,1781.8,1,100.0,4.9,1.04,5,3.27,50.0,201.1,62.04,15.09,11.21,7.11,4.41,0.0,1.68,11.53,0.06,11.87,61.48,18.03,0.38,0.87,0.02,1980.4,565.9,4.0,8.4,67,11,9,49,0.14,1.69,1.43,0.51,5.35,45.45,29.57,44.39,0.29,298.52,344.9,9.3,220.6,Other
2392000,34.239929,-84.494673,19,2.05,1589.4,1,100.0,4.8,1.05,6,2.39,65.8,87.9,61.21,16.68,8.76,7.96,1.48,3.8,6.29,17.94,0.0,10.28,75.06,8.58,0.41,0.58,0.0,2225.4,669.2,1.0,8.3,45,9,16,49,0.14,2.15,1.41,0.52,5.6,43.37,22.57,36.49,0.23,305.13,428.2,9.3,159.0,Other
2392360,34.263428,-84.595487,21,1.61,146.5,1,100.0,4.0,1.05,4,1.8,59.7,48.3,61.99,17.96,13.98,6.06,0.0,0.0,5.46,180.26,0.0,7.2,79.98,5.5,1.33,0.34,0.0,852.0,251.9,0.2,8.4,66,11,16,49,0.13,3.67,1.4,0.61,5.63,38.66,19.62,37.28,0.22,295.28,369.2,9.1,159.9,Other
2392780,34.12232,-84.504375,26,2.03,361.9,1,100.0,4.3,0.83,4,1.41,55.4,141.6,64.12,18.82,11.53,5.52,0.0,0.0,16.86,14.74,0.28,37.94,44.84,11.68,1.19,1.34,0.0,2175.6,634.9,0.7,8.3,45,9,16,49,0.13,1.81,1.38,0.28,5.61,56.43,34.17,29.92,0.26,294.6,314.9,4.9,226.5,Urban
2413210,33.49289,-85.279115,20,1.83,633.6,1,73.8,2.0,0.69,4,1.65,50.3,150.6,59.36,16.31,15.07,8.97,0.0,0.0,9.94,24.44,0.0,15.35,45.65,27.51,1.55,3.67,0.0,3862.7,1150.5,0.9,8.3,45,9,16,55,0.14,1.78,1.38,0.29,5.8,57.55,34.65,30.25,0.26,310.48,332.2,3.5,169.4,Other
3056250,39.336481,-79.993409,14,1.38,250.5,1,100.0,19.2,0.96,4,1.65,32.1,38.5,65.58,17.01,6.08,11.16,0.0,0.0,1.6,2.33,0.0,7.79,81.63,9.15,0.16,0.0,0.0,658.8,202.8,3.7,8.4,69,11,16,48,0.13,2.01,1.36,0.48,4.99,37.13,24.53,56.86,0.3,125.73,514.7,15.1,207.1,Other
3058000,39.004528,-80.473361,18,1.55,261.6,1,100.0,15.3,0.9,4,2.37,27.0,72.1,58.18,22.0,13.09,6.72,0.0,0.0,0.38,227.08,0.0,5.67,81.05,8.72,3.85,0.0,0.03,566.6,181.7,2.3,8.4,70,11,16,48,0.13,1.12,1.38,0.43,5.78,37.04,30.61,56.23,0.34,126.04,399.1,17.3,234.3,Other
3085000,40.39118,-79.858104,26,1.17,18994.0,1,100.0,20.2,0.84,7,1.87,33.4,94.0,60.62,16.72,10.92,5.52,2.5,2.63,1.61,43.9,0.29,10.18,72.57,14.93,0.99,0.15,0.11,890.0,235.2,8.0,8.4,70,11,11,48,0.12,2.8,1.38,0.57,4.75,40.13,24.82,54.76,0.3,121.05,560.9,14.4,245.7,Other
3230450,39.84783,-83.15733,23,0.95,97.0,1,100.0,16.0,0.5,3,1.58,24.5,9976.7,54.68,6.4,32.42,0.0,0.0,0.0,0.0,0.0,0.0,25.71,5.37,67.28,0.21,0.02,0.03,3308.9,639.0,79.2,8.2,55,6,3,46,0.15,0.88,1.59,0.91,1.94,60.0,26.4,50.86,0.34,128.1,278.6,0.3,153.6,Other
3230500,39.700618,-83.110187,22,1.2,1376.9,1,100.0,16.7,0.72,5,1.43,34.9,4277.5,60.31,14.26,9.88,9.95,3.45,0.0,0.73,0.89,0.07,8.38,8.32,81.76,0.45,0.06,0.12,5712.5,1123.1,135.6,8.2,55,6,3,60,0.14,0.92,1.59,1.01,2.57,60.0,28.54,50.29,0.36,127.29,304.0,0.7,86.4,Other
3339000,40.10087,-87.597242,27,1.11,3341.4,1,100.0,16.8,0.69,6,1.61,34.3,1072.0,60.82,16.89,9.59,8.97,2.8,0.31,0.24,3.71,0.15,9.41,4.73,84.68,0.48,0.35,0.0,8338.5,1625.7,207.8,8.2,54,6,6,39,0.17,1.0,1.45,1.6,2.38,59.99,30.77,54.97,0.3,170.56,216.4,0.5,117.6,Other
3353637,39.666712,-86.196377,22,1.36,44.6,1,100.0,16.0,0.4,1,1.39,23.6,989.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.19,3.46,4.83,0.44,0.0,0.08,2841.8,455.8,26.9,8.2,55,6,6,60,0.15,1.47,1.6,1.28,3.59,60.0,23.96,47.72,0.37,160.21,242.7,0.8,261.1,Urban
3376350,38.296994,-87.260286,15,2.58,111.5,1,100.0,12.6,0.26,2,1.45,26.4,491.2,68.32,31.68,0.0,0.0,0.0,0.0,0.9,0.91,0.0,3.3,66.12,24.69,1.64,0.29,0.88,2404.7,451.3,50.3,8.3,72,9,11,45,0.13,0.97,1.54,0.32,4.6,51.05,24.79,58.6,0.34,201.57,154.8,2.5,260.9,Undeveloped
3497300,35.664533,-83.711282,4,2.64,270.9,1,100.0,12.2,1.01,5,1.71,57.2,2.5,63.78,16.75,7.81,11.23,0.25,0.0,0.0,0.0,0.0,0.34,99.5,0.0,0.0,0.09,0.0,1.2,0.3,0.0,8.4,66,11,20,49,0.11,11.52,1.34,0.3,5.92,19.51,16.34,42.66,0.2,282.3,990.2,31.1,319.8,Undeveloped
4063700,45.76357,-88.463179,4,1.17,362.6,2,83.5,24.0,0.52,4,1.85,68.3,173.2,44.06,38.71,13.46,3.77,0.0,0.0,0.28,0.68,0.0,1.79,46.36,1.21,1.07,43.77,3.21,77.2,18.2,0.3,5.2,50,8,2,51,0.17,5.36,1.29,15.77,3.39,59.86,7.41,36.79,0.26,91.38,471.2,1.6,104.7,Undeveloped
4072150,44.535833,-88.129722,13,1.69,280.7,1,100.0,20.8,0.87,4,1.96,54.6,1196.9,60.84,18.38,12.31,8.47,0.0,0.0,0.0,0.0,0.0,6.9,12.16,75.38,0.1,4.02,0.59,6952.1,1475.2,80.2,8.1,51,7,6,51,0.16,1.35,1.55,4.17,4.23,59.79,27.38,45.44,0.31,90.43,236.1,0.8,99.2,Other
4073462,43.816093,-88.928446,10,1.79,6.2,1,100.0,18.4,1.03,2,1.23,53.8,322.7,96.8,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.67,8.96,81.07,0.0,1.73,0.28,5125.1,1143.7,103.2,8.2,53,7,6,39,0.18,1.71,1.47,1.54,5.5,60.0,21.32,61.31,0.31,121.8,296.3,2.0,328.2,Other
4073468,43.824426,-88.926779,17,1.68,149.5,1,100.0,18.1,0.68,3,2.53,51.2,316.1,55.45,27.02,8.27,0.0,0.0,0.0,0.67,1.07,0.67,9.52,3.19,71.12,0.9,3.41,10.99,5796.9,1228.3,93.5,8.2,53,7,6,39,0.18,1.75,1.45,3.86,5.05,59.76,21.24,59.61,0.32,120.72,286.8,1.5,4.6,Other
4077630,44.898031,-88.844273,7,1.24,307.0,2,100.0,20.1,0.55,4,1.49,67.4,133.0,49.57,29.22,20.21,1.0,0.0,0.0,0.65,1.37,0.0,3.47,45.0,22.21,0.62,27.55,0.28,1869.5,392.9,90.0,8.1,51,7,2,51,0.16,4.54,1.36,11.46,4.56,60.0,8.61,37.16,0.2,101.82,390.1,1.9,140.7,Undeveloped
4084445,44.248042,-88.423163,21,0.76,15441.3,1,61.3,20.1,0.58,7,2.48,62.5,504.1,50.77,20.46,13.35,5.13,4.68,2.43,0.68,203.39,0.08,6.91,26.1,40.62,6.59,13.4,5.53,3188.4,682.2,82.4,8.1,51,7,2,51,0.16,4.97,1.39,10.01,4.0,59.89,15.68,35.73,0.25,110.64,296.6,1.6,129.6,Other
4085119,44.422493,-87.940099,18,2.32,36.1,1,100.0,21.0,0.88,2,1.4,48.9,756.2,77.98,22.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.78,4.89,87.39,0.0,1.01,0.08,7936.1,1660.6,73.6,8.2,53,7,3,51,0.16,0.85,1.54,4.77,4.34,59.7,41.92,41.62,0.33,90.45,274.2,0.7,5.9,Other
40851325,44.501104,-87.936212,17,2.46,52.0,1,100.0,22.0,0.34,2,1.53,51.0,1667.6,81.61,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,4.02,82.28,0.04,1.38,0.22,7295.7,1521.7,63.0,8.2,53,7,3,51,0.16,0.85,1.54,4.77,4.34,59.7,41.92,41.62,0.33,88.53,241.7,0.4,287.0,Other
40851385,44.528604,-88.010104,23,0.63,16449.8,1,63.7,20.2,0.61,7,3.1,61.7,535.6,51.79,20.02,13.06,4.96,4.33,2.75,0.73,193.11,0.13,8.31,24.86,41.73,6.29,12.72,5.23,3389.2,722.0,80.8,8.1,51,7,2,51,0.16,4.72,1.4,9.66,4.02,59.88,17.21,36.13,0.25,109.42,292.2,1.5,121.8,Other
4085427,44.107217,-87.715364,18,1.03,1344.2,1,100.0,21.4,0.57,4,1.85,44.9,1112.1,55.08,17.33,15.56,6.63,0.0,0.0,0.52,1.35,0.0,6.83,6.22,70.31,0.5,10.19,4.55,6083.9,1243.5,63.5,8.2,53,7,3,51,0.18,1.42,1.46,8.98,3.93,59.68,30.78,46.87,0.32,97.45,265.0,1.2,78.3,Other
4087000,43.100012,-87.908974,19,1.11,1805.2,1,100.0,20.5,0.56,5,2.0,47.5,212.4,55.41,19.27,8.14,11.87,3.34,0.0,1.16,3.16,0.28,17.49,13.98,51.43,1.18,11.39,2.71,4132.3,859.6,47.5,8.2,53,7,10,39,0.15,4.13,1.48,6.55,4.09,59.81,19.08,46.21,0.31,108.03,281.2,2.1,111.4,Other
4087120,43.045569,-87.999809,21,0.97,320.6,1,100.0,20.4,0.63,4,1.8,42.3,772.3,46.49,27.05,14.3,5.08,0.0,0.0,0.31,0.12,0.0,65.15,7.02,19.95,0.24,5.09,0.82,2570.0,467.5,24.9,8.2,53,7,3,38,0.16,0.81,1.53,4.04,3.34,59.92,32.77,54.03,0.35,107.29,245.3,1.6,93.8,Urban
4087170,43.02446,-87.89842,24,1.12,2260.2,1,99.95,20.5,0.56,5,1.88,46.2,310.0,53.77,20.17,8.79,11.06,3.51,0.0,0.97,2.54,0.31,29.02,12.16,43.92,1.01,9.9,2.28,3733.0,762.6,41.5,8.2,53,7,3,39,0.15,3.46,1.49,6.05,3.94,59.83,21.99,47.7,0.32,108.11,271.5,2.0,101.7,Other
4137500,44.436404,-83.433861,12,0.84,4529.2,1,100.0,26.6,0.31,5,1.81,78.4,77.6,46.83,17.81,16.42,1.59,9.61,0.0,0.44,29.73,0.0,8.48,60.7,2.15,2.08,10.02,1.36,112.5,23.2,0.7,5.2,50,8,1,42,0.08,11.27,1.46,3.51,5.26,60.0,6.44,9.58,0.14,89.73,357.6,1.9,178.3,Other
4161820,42.614478,-83.026593,25,1.33,802.8,1,100.0,21.7,0.59,4,2.44,57.4,250.8,48.05,22.41,9.49,14.26,0.0,0.0,2.74,28.42,0.12,48.81,20.83,9.39,6.21,10.92,1.19,1218.9,193.4,14.3,8.1,56,7,2,45,0.14,5.07,1.42,8.2,4.56,60.0,15.14,31.71,0.24,89.74,295.0,1.7,140.7,Urban
4165500,42.595867,-82.90881,26,1.29,1892.6,1,100.0,21.5,0.7,6,2.37,50.2,674.9,53.49,24.16,9.54,9.39,0.74,0.03,1.59,12.44,0.26,51.34,15.0,20.26,2.83,7.78,0.8,1855.8,303.7,39.8,8.1,56,7,2,45,0.14,4.03,1.48,5.03,3.01,60.0,19.87,36.86,0.25,87.61,248.3,1.0,127.2,Urban
4176500,41.960601,-83.531046,27,1.04,2686.0,1,100.0,21.5,0.76,6,3.26,56.8,1028.3,49.67,14.34,14.09,5.97,3.66,0.47,0.82,33.25,0.19,10.87,11.07,67.33,1.4,7.65,0.61,5167.1,968.6,128.9,8.2,57,6,6,39,0.13,3.11,1.51,3.57,2.52,60.0,26.38,41.35,0.29,102.57,251.0,1.1,110.1,Other
