STAID,LAT_GAGE,LNG_GAGE,HYDRO_DISTURB_INDX,BAS_COMPACTNESS,DRAIN_SQKM,GEOL_REEDBUSH_DOM,GEOL_REEDBUSH_DOM_PCT,SNOW_PCT_PRECIP,STREAMS_KM_SQ_KM,STRAHLER_MAX,MAINSTEM_SINUOUSITY,BFI_AVE,CONTACT,PCT_1ST_ORDER,PCT_2ND_ORDER,PCT_3RD_ORDER,PCT_4TH_ORDER,PCT_5TH_ORDER,PCT_6TH_ORDER_OR_MORE,DDENS_2009,STOR_NOR_2009,NPDES_MAJ_DENS,DEVNLCD06,FORESTNLCD06,PLANTNLCD06,WATERNLCD06,WOODYWETNLCD06,EMERGWETNLCD06,NITR_APP_KG_SQKM,PHOS_APP_KG_SQKM,PESTAPP_KG_SQKM,ECO2_BAS_DOM,ECO3_BAS_DOM,NUTR_BAS_DOM,HLR_BAS_DOM_100M,PNV_BAS_DOM,AWCAVE,PERMAVE,BDAVE,OMAVE,WTDEPAVE,ROCKDEPAVE,CLAYAVE,SILTAVE,KFACT_UP,RFACT,ELEV_MEAN_M_BASIN,SLOPE_PCT,ASPECT_DEGREES,Group
5587480,38.957778,-90.271667,21,2.46,265.8,1,100.0,12.1,1.01,4,1.59,17.0,786.5,66.19,17.58,11.34,4.89,0.0,0.0,4.89,5.89,0.0,12.82,31.77,54.26,0.41,0.71,0.01,6205.7,1287.6,99.0,8.3,72,9,6,39,0.19,1.0,1.43,0.62,4.05,60.0,29.55,64.81,0.35,169.42,179.9,2.3,254.3,Other
5588720,38.740833,-90.001944,20,2.46,21.9,1,100.0,11.0,0.78,2,1.37,16.2,603.3,77.78,22.22,0.0,0.0,0.0,0.0,9.13,2.98,0.0,64.1,26.87,8.59,0.3,0.0,0.0,3524.7,667.8,47.2,8.3,72,9,8,45,0.2,1.31,1.41,0.81,4.79,60.0,27.6,68.39,0.34,176.15,164.6,2.4,246.9,Urban
6259000,43.424958,-108.178986,16,1.4,19954.9,1,79.9,30.9,0.69,9,1.77,58.5,146.8,51.23,17.15,9.02,5.29,3.05,1.76,0.3,48.9,0.02,0.94,12.18,3.27,0.75,1.12,1.04,731.8,134.4,1.5,10.1,18,3,12,25,0.12,2.61,1.36,0.49,5.85,45.85,20.17,37.71,0.27,14.97,2110.5,11.8,83.5,Undeveloped
6279500,44.758566,-108.181497,16,2.04,40824.9,1,82.0,28.3,0.79,33,2.66,55.8,154.5,54.62,16.45,8.77,4.22,2.67,2.35,0.37,29.69,0.01,0.84,10.05,3.27,0.43,1.02,0.74,1007.5,168.0,2.1,10.1,18,3,17,25,0.13,2.32,1.34,0.56,5.87,42.82,21.91,40.15,0.28,16.78,1953.9,12.0,74.7,Undeveloped
6299980,44.900249,-107.020905,17,1.57,1242.6,1,68.6,42.2,0.78,4,1.55,65.9,120.5,46.09,21.41,11.05,6.01,0.0,0.0,1.53,3.14,0.0,1.29,40.53,3.9,0.06,3.06,0.96,946.0,214.6,2.6,6.2,17,2,15,16,0.13,1.88,1.34,0.7,6.0,37.5,25.09,40.82,0.28,32.41,2012.5,14.8,55.4,Undeveloped
6305500,44.823583,-106.961735,21,2.21,1016.8,1,50.6,38.9,0.91,5,1.6,60.4,72.9,49.79,14.52,6.69,8.1,0.25,0.0,2.66,29.85,0.0,3.38,41.82,7.39,0.25,3.41,0.73,1417.9,279.7,5.2,6.2,17,2,18,1,0.12,2.48,1.36,0.67,6.0,43.33,21.62,39.13,0.26,31.23,1955.4,15.3,50.1,Undeveloped
6306250,44.983863,-106.839789,16,1.76,933.7,1,100.0,19.8,0.76,4,2.09,61.6,100.2,52.81,18.77,12.41,8.98,0.0,0.0,2.89,2.59,0.0,0.68,2.85,4.1,0.02,3.2,0.6,1532.4,360.4,3.8,9.3,43,4,17,1,0.15,2.93,1.33,0.63,6.0,48.08,27.0,46.22,0.31,21.01,1286.7,10.4,355.8,Undeveloped
6306300,45.008863,-106.836178,21,1.74,3763.0,1,76.2,32.7,0.8,5,2.04,63.0,142.9,50.44,18.08,9.05,6.42,2.24,0.0,2.21,10.14,0.03,1.63,26.17,4.58,0.11,3.47,0.76,1193.6,265.7,3.4,9.3,43,4,17,1,0.14,2.15,1.34,0.67,6.0,41.24,25.74,42.53,0.29,27.57,1704.0,13.0,52.7,Undeveloped
6307500,45.141367,-106.771449,22,1.61,4617.1,1,80.7,30.2,0.78,5,2.03,62.4,148.6,50.76,19.06,10.15,5.64,2.45,0.0,2.01,29.87,0.06,1.39,21.77,3.77,0.2,3.02,0.7,1093.2,250.0,2.8,9.3,43,4,17,1,0.14,2.03,1.34,0.63,6.0,41.0,26.38,43.41,0.3,26.46,1610.7,12.2,52.4,Undeveloped
6307616,45.41166,-106.457808,16,1.39,6818.9,1,86.9,26.7,0.78,6,2.0,60.9,140.3,52.52,19.67,10.14,4.76,3.73,0.4,1.47,20.3,0.04,0.97,19.41,2.68,0.14,2.36,0.57,893.8,212.0,2.1,9.3,43,4,17,1,0.15,1.92,1.35,0.62,5.99,41.33,26.34,45.18,0.31,26.27,1467.2,11.2,52.6,Undeveloped
6308500,46.384725,-105.84528,12,1.1,13997.2,1,93.6,22.0,0.82,6,2.06,50.3,149.6,55.09,18.09,12.32,4.21,2.78,2.32,1.1,10.13,0.02,0.65,18.52,2.1,0.09,1.82,0.57,654.3,167.0,2.0,9.3,43,4,13,1,0.15,1.82,1.37,0.65,6.0,40.11,26.07,48.05,0.33,26.99,1228.5,9.2,37.0,Undeveloped
6313500,43.69553,-106.30725,10,1.24,7990.0,1,99.2,22.6,0.73,6,1.94,62.1,305.3,56.14,19.5,12.02,5.8,5.03,0.22,0.7,1.75,0.0,0.37,6.34,0.36,0.02,0.59,0.36,366.9,101.6,0.4,9.3,43,4,13,32,0.13,1.71,1.29,0.7,5.94,35.77,26.84,40.64,0.29,24.74,1790.2,8.0,94.5,Undeveloped
6316400,44.491091,-106.177808,14,1.44,2426.0,1,89.5,21.4,0.7,5,2.69,59.9,156.6,55.02,18.28,10.65,4.01,8.88,0.0,2.47,5.9,0.0,0.53,15.43,0.68,0.05,0.82,0.3,566.7,146.6,1.3,9.3,43,4,13,32,0.15,2.38,1.31,0.63,5.91,38.13,26.02,41.67,0.3,26.06,1634.3,8.5,97.1,Undeveloped
6317000,44.649982,-106.127528,11,1.35,15343.2,1,97.9,21.0,0.71,8,2.31,59.3,279.8,56.1,18.63,11.4,5.47,4.34,2.25,1.3,2.41,0.0,0.34,5.92,0.37,0.02,0.69,0.29,392.7,108.1,0.5,9.3,43,4,13,32,0.14,1.87,1.29,0.67,5.92,35.17,26.75,41.72,0.3,24.79,1636.7,7.5,85.9,Undeveloped
6324000,44.871652,-106.082802,19,1.06,2985.4,1,72.1,25.7,0.69,5,2.03,59.0,69.8,52.02,15.78,9.96,3.43,7.18,0.0,1.81,149.05,0.0,0.93,19.89,1.97,0.61,1.47,0.32,875.6,218.3,2.5,9.3,43,4,17,32,0.13,3.23,1.34,0.61,5.88,43.52,22.95,40.99,0.28,31.44,1705.1,12.5,80.2,Undeveloped
6324500,45.057765,-105.878067,14,1.13,20793.5,1,94.5,21.3,0.7,8,2.18,58.1,279.2,55.62,18.2,11.03,5.46,4.37,2.25,1.45,23.36,0.0,0.41,7.65,0.64,0.11,0.79,0.28,486.9,130.2,1.0,9.3,43,4,13,32,0.14,2.07,1.3,0.66,5.92,36.79,26.0,41.96,0.3,26.34,1599.7,8.2,80.9,Undeveloped
6324970,44.926929,-105.353327,6,2.08,3204.0,1,100.0,16.9,0.73,5,2.15,49.0,811.9,61.44,17.8,10.83,5.41,3.54,0.0,1.0,2.32,0.0,0.5,3.08,1.03,0.04,0.55,0.49,497.7,141.3,2.6,9.3,43,4,13,32,0.16,2.17,1.3,0.68,5.98,38.42,23.56,41.94,0.3,30.4,1247.8,5.9,16.2,Undeveloped
6326500,46.430004,-105.309983,12,0.93,33847.4,1,96.6,19.3,0.77,8,2.0,50.2,359.9,59.03,17.36,9.67,5.36,3.32,2.61,1.28,14.83,0.0,0.4,6.36,1.22,0.11,0.86,0.37,499.6,137.3,1.6,9.3,43,4,13,32,0.15,2.0,1.32,0.65,5.94,36.85,25.98,43.16,0.31,26.93,1390.4,7.3,61.8,Undeveloped
6426500,44.321926,-104.940531,10,1.44,4378.5,1,100.0,17.6,0.87,6,2.6,50.2,2107.2,57.07,19.03,12.92,6.01,2.95,1.33,0.98,2.88,0.02,1.55,0.69,1.01,0.03,0.25,0.16,561.9,153.6,2.1,9.3,43,4,13,32,0.16,1.96,1.31,0.53,6.0,43.48,25.69,39.92,0.3,31.46,1437.1,4.1,44.1,Undeveloped
6436180,44.442207,-103.629361,26,1.41,146.6,1,100.0,25.1,0.89,3,1.56,72.4,45.8,50.17,17.37,17.14,0.0,0.0,0.0,0.68,17.66,2.05,4.68,73.33,0.04,0.44,0.03,0.12,293.1,87.5,0.4,6.2,17,2,17,1,0.12,1.84,1.46,0.77,5.94,49.4,22.97,53.4,0.26,75.81,1630.7,18.7,48.4,Undeveloped
6436198,44.617763,-103.481579,23,0.68,263.7,1,100.0,20.5,0.92,4,1.44,67.7,406.6,54.96,14.86,17.96,3.99,0.0,0.0,0.38,9.82,1.14,3.84,46.56,5.9,0.31,2.66,0.53,683.8,202.0,8.0,6.2,17,2,17,1,0.13,1.65,1.41,0.74,5.95,48.46,25.66,50.03,0.28,63.56,1360.6,12.8,50.1,Undeveloped
6437000,44.513042,-103.136846,14,0.95,15023.3,1,99.4,18.4,0.96,6,2.98,61.2,2140.5,55.87,17.47,10.06,5.62,2.51,3.35,0.81,32.79,0.05,1.39,17.55,3.61,0.34,0.85,0.42,682.8,187.1,4.9,9.3,43,4,13,32,0.14,1.5,1.34,0.74,5.95,41.64,31.73,43.26,0.31,41.67,1289.9,5.9,48.0,Undeveloped
6441500,44.326649,-100.3843,6,1.24,8152.5,1,100.0,12.4,1.09,6,2.33,42.5,2383.9,60.46,16.67,11.26,6.34,1.39,2.94,5.04,4.05,0.0,1.97,0.1,14.27,0.56,0.86,0.33,1048.4,311.7,12.6,9.3,43,4,13,32,0.12,0.42,1.23,1.0,5.92,36.29,51.34,37.56,0.36,54.28,674.1,3.3,105.2,Undeveloped
6452000,43.748327,-99.556495,8,0.74,25791.0,1,100.0,12.0,1.0,6,2.22,58.9,1848.8,58.2,17.76,10.33,5.57,3.42,2.44,1.84,3.28,0.0,1.7,4.39,11.31,0.54,1.11,1.03,1037.1,291.5,13.0,9.3,43,4,10,32,0.14,2.43,1.33,0.78,5.9,38.77,30.84,43.09,0.33,55.3,859.7,4.0,41.8,Undeveloped
6461500,42.902092,-100.362344,13,0.62,21622.6,1,100.0,13.0,0.35,7,1.75,71.6,225.8,47.1,18.82,12.48,6.43,4.68,3.43,0.19,5.81,0.0,1.38,0.62,10.69,0.89,0.27,2.75,1836.0,389.2,21.1,9.3,44,4,10,33,0.11,8.55,1.58,0.58,5.47,54.29,8.61,26.13,0.2,54.2,1163.4,2.9,95.3,Undeveloped
6630000,41.872181,-107.057546,20,1.19,11176.6,1,65.9,47.6,0.83,7,2.01,57.5,183.4,46.03,16.4,9.04,4.13,2.73,2.19,0.88,12.31,0.01,0.79,30.28,5.1,0.35,2.42,1.42,924.5,174.0,1.2,6.2,21,2,12,25,0.11,3.83,1.38,0.5,5.66,48.21,18.62,35.65,0.22,29.13,2491.8,10.1,22.3,Undeveloped
6713500,39.742487,-104.999982,28,1.17,1063.2,1,100.0,14.8,0.58,4,1.36,44.4,176.1,59.79,21.76,9.05,6.18,0.0,0.0,3.76,18.34,0.19,21.73,7.41,0.57,0.43,1.14,1.09,572.6,137.0,1.7,9.4,26,4,12,32,0.13,5.72,1.46,0.69,5.87,58.35,18.32,33.61,0.2,39.3,1984.3,4.4,355.1,Other
6714000,39.759709,-105.003315,25,2.02,10012.2,1,41.7,26.9,0.6,5,1.91,62.7,80.1,58.51,16.21,8.28,5.21,3.32,0.0,1.39,47.26,0.07,8.56,40.19,0.34,0.58,2.0,1.04,206.9,51.9,0.3,6.2,21,2,18,16,0.09,5.33,1.44,0.75,5.87,44.37,17.89,31.14,0.15,33.19,2604.0,14.5,71.9,Other
6733000,40.378317,-105.513887,10,2.53,355.4,2,88.4,54.4,0.68,4,1.27,66.9,7.2,56.99,16.67,16.54,4.2,0.0,0.0,0.28,0.0,0.0,2.78,54.32,0.3,0.31,0.76,0.35,118.9,21.1,0.1,6.2,21,2,20,16,0.08,6.48,1.48,0.5,5.48,48.32,11.76,32.09,0.13,51.9,3084.0,35.4,86.0,Undeveloped
6735500,40.376373,-105.485553,22,2.09,419.0,2,90.1,50.8,0.67,4,1.26,67.3,8.4,55.95,18.5,14.34,4.56,0.0,0.0,1.43,14.67,0.24,4.35,54.73,0.32,0.43,0.74,0.33,114.9,21.5,0.1,6.2,21,2,18,16,0.08,6.29,1.48,0.52,5.53,46.39,12.19,32.4,0.13,48.94,3004.4,33.2,81.2,Undeveloped
6741510,40.378595,-105.061091,23,1.73,1386.1,3,48.9,31.6,0.79,5,1.49,66.5,34.9,49.73,15.06,9.16,6.58,1.21,0.0,1.44,44.03,0.14,3.99,56.5,2.79,0.72,1.53,0.31,549.5,109.4,2.6,6.2,21,2,18,3,0.1,5.22,1.46,0.57,5.7,39.86,15.04,33.87,0.17,39.95,2468.7,25.4,92.9,Undeveloped
6752260,40.589149,-105.0697,18,1.47,2920.8,3,44.4,35.0,0.84,6,2.01,62.2,49.9,57.24,17.9,7.33,6.75,2.18,1.02,1.16,23.92,0.0,1.22,54.48,1.28,0.35,1.62,0.47,380.0,88.1,0.7,6.2,21,2,18,3,0.1,4.82,1.44,0.73,5.77,34.91,16.11,31.4,0.18,38.53,2511.2,17.7,93.1,Undeveloped
6752280,40.551927,-105.011365,25,1.48,3222.6,3,40.3,33.0,0.88,6,2.03,62.2,71.6,53.32,17.61,6.71,7.07,1.88,1.18,1.92,334.64,0.03,2.82,49.8,3.05,0.74,1.67,0.62,492.6,109.1,1.4,6.2,21,2,18,3,0.1,4.77,1.44,0.72,5.77,35.8,16.5,31.99,0.19,38.07,2431.2,16.6,100.6,Undeveloped
6754000,40.412203,-104.563292,30,1.55,25015.6,1,49.6,24.9,0.72,7,1.75,61.7,151.7,45.93,14.66,8.23,5.54,2.56,0.74,2.15,102.7,0.14,10.03,33.44,12.65,0.95,1.73,0.89,1481.1,308.4,13.6,6.2,21,2,18,32,0.1,4.95,1.43,0.65,5.78,45.25,18.0,32.79,0.18,34.5,2302.3,13.3,94.6,Other
6784000,41.032444,-98.740533,9,0.6,6019.7,1,100.0,10.4,0.99,6,1.64,41.4,240.1,56.36,16.68,10.51,4.44,4.54,0.35,0.32,0.22,0.0,3.41,1.02,21.27,0.17,0.8,1.18,4659.6,877.7,57.3,9.4,27,5,9,32,0.17,4.26,1.45,0.39,5.79,60.0,17.14,55.46,0.31,104.46,787.9,3.6,99.0,Undeveloped
6785000,41.203624,-98.446458,14,0.76,20917.9,1,100.0,10.9,0.54,6,1.3,61.1,137.8,52.02,17.59,10.5,4.27,3.67,0.57,0.18,4.22,0.0,1.94,0.79,11.67,0.61,0.61,2.05,3038.6,596.9,33.1,9.3,44,4,10,33,0.12,8.79,1.61,0.37,5.54,60.0,10.29,30.85,0.23,90.09,905.0,3.8,62.5,Undeveloped
6790500,41.263346,-98.449236,14,0.71,11142.1,1,100.0,11.9,0.37,7,1.32,72.0,92.3,50.54,20.25,15.14,3.55,0.78,1.88,0.32,18.31,0.0,1.21,0.82,6.37,1.18,0.68,3.63,2368.2,510.3,20.2,9.3,44,4,10,33,0.1,10.6,1.67,0.38,5.34,60.0,7.57,21.03,0.2,93.1,822.6,3.1,109.2,Undeveloped
6800000,41.560397,-96.540783,17,1.26,953.9,1,100.0,11.8,0.91,5,1.64,41.3,364.9,60.44,13.86,9.83,6.44,4.86,0.0,1.05,0.55,0.0,4.61,1.66,81.51,0.19,0.37,0.01,11925.0,2055.8,173.0,9.2,47,6,11,33,0.2,1.2,1.3,1.5,5.28,60.0,26.79,68.72,0.33,128.86,465.1,3.2,126.4,Agricultural
6800500,41.293331,-96.283772,18,0.98,17988.7,1,100.0,12.4,0.6,7,1.52,56.3,255.5,56.98,17.29,9.32,4.5,3.07,3.97,0.53,0.88,0.03,4.25,1.28,57.38,0.59,1.22,1.36,8553.2,1457.1,119.8,9.2,47,6,1,33,0.15,6.02,1.46,1.01,4.95,59.99,17.49,44.42,0.26,114.74,537.2,1.8,78.1,Agricultural
6817700,40.202464,-95.069556,17,1.09,3927.9,1,100.0,11.0,0.91,6,1.32,33.4,312.8,65.66,16.78,7.29,4.01,4.19,1.68,3.18,6.21,0.03,5.17,6.13,85.05,0.55,0.67,0.07,6070.0,1229.0,130.0,9.2,47,6,11,39,0.19,0.9,1.43,1.76,4.29,59.96,33.1,57.06,0.32,180.18,357.5,3.5,195.7,Other
6880800,40.731118,-97.177541,19,1.2,3119.2,1,100.0,9.9,0.84,5,2.39,34.6,1554.5,55.41,16.69,13.04,5.9,5.83,0.0,1.47,0.96,0.06,5.88,1.25,83.29,0.86,0.29,0.32,12327.7,1755.8,235.4,9.4,27,5,3,33,0.18,0.85,1.33,0.61,5.48,60.0,32.93,63.28,0.33,136.33,526.8,0.8,103.7,Other
6885500,39.681924,-96.442894,15,1.7,1062.9,1,100.0,8.1,0.5,4,1.66,19.1,1156.7,70.11,17.19,9.13,3.56,0.0,0.0,11.57,13.89,0.0,4.63,6.55,60.2,0.9,0.37,0.02,5823.5,932.2,83.5,9.2,47,6,11,33,0.15,0.36,1.42,1.71,2.69,59.16,38.11,47.24,0.35,199.35,398.9,2.5,174.9,Agricultural
6887000,39.237135,-96.571431,21,1.13,24991.8,1,100.0,9.3,0.88,7,1.98,30.6,1136.6,58.69,18.03,11.35,5.27,3.13,1.92,3.05,19.87,0.05,4.87,3.81,66.72,1.03,0.44,0.25,8440.6,1259.3,154.5,9.4,27,5,3,33,0.18,0.93,1.35,0.95,5.19,58.08,32.27,59.65,0.34,158.58,476.3,1.6,115.4,Agricultural
6902000,39.640033,-93.273686,16,1.48,17944.1,1,100.0,10.9,0.83,8,1.71,16.2,683.1,61.61,16.37,10.45,6.26,3.33,1.44,6.08,11.72,0.02,4.89,15.98,74.25,0.77,1.67,0.17,3601.3,858.0,56.0,9.2,40,9,11,39,0.18,0.56,1.49,1.3,3.46,59.43,34.93,50.63,0.33,194.11,291.2,3.3,161.2,Agricultural
6905500,39.539942,-92.79075,18,0.68,4899.5,1,100.0,12.0,0.95,7,1.96,20.5,585.0,60.06,17.74,11.26,4.61,3.05,2.77,3.8,66.88,0.04,4.78,24.58,62.25,1.73,1.64,0.36,3413.5,774.7,51.1,9.2,40,9,11,39,0.17,0.65,1.47,0.96,3.16,59.71,35.31,47.03,0.33,183.63,284.7,3.4,135.0,Agricultural
6906300,39.454914,-92.568497,22,0.68,565.0,1,100.0,11.7,0.82,4,1.46,18.1,1127.7,51.37,19.25,15.81,12.91,0.0,0.0,4.96,99.04,0.0,5.77,27.81,56.07,3.82,2.23,0.25,2431.7,577.5,34.3,9.2,40,9,7,39,0.15,0.57,1.49,0.67,3.24,59.66,35.51,42.2,0.33,183.14,255.1,2.7,192.3,Other
6918070,38.055861,-94.145417,24,1.24,14338.5,1,100.0,7.3,0.91,6,2.4,17.2,786.0,61.21,16.7,10.16,5.95,3.21,2.24,3.77,41.19,0.01,5.64,12.09,63.37,1.45,2.47,0.21,4171.0,808.2,46.6,9.2,40,9,8,39,0.17,0.75,1.44,0.99,3.12,49.98,36.69,52.33,0.37,246.35,295.5,2.0,137.2,Other
6921070,37.682653,-93.370333,13,1.78,712.6,1,100.0,8.2,1.03,5,1.61,34.1,210.8,65.12,14.62,10.64,5.17,4.44,0.0,0.84,0.64,0.0,5.2,35.99,56.35,0.07,0.57,0.0,4865.0,1188.8,8.1,8.4,39,11,9,39,0.1,1.81,1.38,0.48,4.83,55.49,38.21,42.41,0.29,222.68,360.8,3.7,281.8,Other
6926510,38.421444,-92.20825,21,1.11,37907.9,1,100.0,8.0,0.92,8,2.38,23.7,528.0,61.82,16.67,9.92,5.22,3.09,2.76,2.28,157.62,0.03,5.82,29.69,53.02,2.3,1.88,0.27,3688.7,826.1,29.5,9.2,40,9,9,39,0.14,1.17,1.4,0.82,3.94,50.23,37.67,47.73,0.33,236.66,288.8,3.2,141.1,Other
7014500,38.158531,-91.108458,17,1.71,3845.5,1,100.0,10.2,1.03,9,2.32,26.5,181.0,65.22,15.15,8.69,4.14,2.57,4.04,2.96,13.25,0.1,4.54,72.83,18.81,0.22,0.33,0.01,1292.6,324.8,2.9,8.4,39,11,9,45,0.09,2.06,1.38,0.34,4.73,57.8,36.66,37.75,0.31,208.25,320.0,6.0,353.9,Undeveloped
7018100,38.159614,-90.706042,23,2.42,1909.5,1,98.5,10.6,1.04,6,1.66,29.3,215.5,64.86,16.24,8.06,3.48,6.29,0.62,6.76,57.54,0.05,6.15,72.03,17.44,0.56,0.4,0.0,1331.5,341.3,3.8,8.4,39,11,9,45,0.12,1.45,1.38,0.54,5.13,52.34,37.2,46.77,0.32,208.72,280.5,5.9,28.0,Other
7036100,37.3845,-90.47386,13,2.09,1712.4,1,49.88,10.7,1.03,6,3.02,26.7,172.2,65.67,15.51,9.83,4.39,1.16,2.84,2.16,11.72,0.12,5.33,69.71,21.39,0.51,0.76,0.04,1613.5,412.2,4.3,8.4,39,11,9,45,0.12,1.62,1.37,0.48,4.63,48.79,28.9,50.55,0.29,223.23,287.9,7.1,160.9,Other
7040000,36.790278,-90.201667,15,1.11,3432.9,1,70.3,10.6,0.97,6,2.2,30.0,211.7,64.12,16.01,9.93,2.96,0.93,5.26,2.18,230.1,0.09,4.32,75.09,15.86,1.41,0.94,0.23,1147.1,286.9,5.3,8.4,39,11,9,55,0.11,1.91,1.38,0.41,4.66,53.26,30.89,46.02,0.29,231.34,241.7,7.3,151.6,Undeveloped
7040100,36.455893,-90.137042,20,0.61,4375.4,1,65.7,10.0,0.96,6,2.01,31.6,608.3,58.69,16.19,9.33,2.59,0.73,5.41,1.92,180.65,0.07,4.59,60.58,29.9,1.42,1.57,0.2,2896.5,592.1,58.3,8.4,39,11,9,55,0.13,1.82,1.39,0.48,4.12,54.73,29.48,48.72,0.32,241.32,212.5,5.9,175.4,Other
7040450,35.821186,-90.432326,22,0.74,6146.7,1,50.5,9.2,1.02,7,1.91,33.7,1247.0,56.09,15.73,10.34,3.98,1.84,5.7,1.79,130.84,0.07,5.15,48.51,38.72,1.48,4.13,0.68,3433.0,635.6,94.1,8.4,39,11,9,55,0.14,1.62,1.41,0.47,3.65,56.27,28.55,52.6,0.35,256.45,178.5,4.6,150.4,Other
7047942,35.144534,-90.878449,26,1.27,1390.7,6,70.2,4.6,0.93,5,1.54,27.8,4935.2,57.32,19.63,8.97,2.51,3.47,0.0,0.93,2.1,0.07,5.36,9.1,76.28,2.39,6.56,0.15,6414.1,959.7,267.8,8.5,73,10,3,61,0.18,0.78,1.47,0.4,1.74,60.0,20.67,72.11,0.48,310.8,76.9,0.5,261.8,Other
7048550,36.05397,-94.08326,12,1.56,317.6,1,100.0,5.8,0.98,4,1.64,32.3,99.8,64.07,14.31,8.71,12.48,0.0,0.0,0.94,1.04,0.0,12.68,60.01,23.47,0.19,0.73,0.0,4460.6,1349.6,1.5,8.4,38,11,16,45,0.11,1.95,1.42,0.95,5.92,42.55,29.51,36.92,0.22,296.13,484.2,10.5,319.2,Other
7048600,36.073134,-94.081313,13,1.24,1033.0,1,100.0,5.7,0.87,5,1.45,29.4,61.2,63.03,17.38,5.79,12.76,0.46,0.0,0.48,4.38,0.0,6.21,69.43,20.7,0.25,0.67,0.01,3387.5,1017.7,1.4,8.4,38,11,16,45,0.11,1.97,1.42,0.95,5.96,42.3,29.46,36.67,0.22,301.63,513.6,13.7,354.7,Other
7050500,36.425992,-93.623192,13,1.69,1367.2,1,100.0,6.0,0.84,5,1.98,33.3,58.0,60.15,14.15,10.35,14.04,0.76,0.0,0.37,0.58,0.07,4.12,67.46,25.81,0.06,0.28,0.0,3451.1,1012.3,1.6,8.4,39,11,9,45,0.11,1.84,1.4,0.9,5.91,46.2,34.68,39.8,0.26,263.57,483.2,12.5,317.2,Other
7052152,37.147139,-93.375472,26,2.61,130.5,1,100.0,8.0,0.43,3,1.58,35.8,376.6,58.06,11.12,13.44,0.0,0.0,0.0,0.0,0.0,1.53,79.48,7.97,11.17,0.04,0.28,0.0,2625.5,591.7,4.1,8.4,39,11,9,45,0.13,1.47,1.42,0.54,4.18,59.76,39.7,48.64,0.31,231.77,391.5,1.5,222.7,Urban
7052250,37.006583,-93.364667,21,1.93,1202.1,1,100.0,8.6,0.94,4,1.66,36.2,258.8,67.03,14.78,6.61,8.02,0.0,0.0,1.08,3.48,0.25,21.94,29.61,46.15,0.15,0.46,0.0,4327.2,1028.2,7.6,8.4,39,11,9,39,0.1,1.59,1.38,0.47,4.34,58.81,39.32,43.32,0.31,227.75,414.5,3.4,249.2,Other
7052345,36.974889,-93.327889,15,1.11,669.8,1,100.0,9.0,1.07,5,1.31,37.5,276.6,66.13,14.84,8.5,2.7,6.67,0.0,0.6,0.2,0.15,8.08,35.16,54.97,0.03,0.36,0.0,4459.9,1079.7,7.9,8.4,39,11,9,39,0.09,1.67,1.37,0.47,4.6,57.49,39.63,41.75,0.3,225.74,428.1,4.6,242.0,Other
7052500,36.805392,-93.461575,19,1.39,2568.9,1,100.0,8.5,0.99,6,1.85,37.2,231.9,65.99,14.67,7.41,5.48,3.62,0.54,0.7,1.69,0.16,13.92,32.6,51.23,0.12,0.44,0.0,4378.3,1062.7,7.6,8.4,39,11,9,39,0.1,1.64,1.38,0.5,4.56,57.64,39.31,42.65,0.31,230.66,409.1,4.2,229.8,Other
7053250,36.45444,-93.35611,9,1.93,136.1,1,100.0,6.2,0.87,4,1.44,36.8,143.2,65.06,14.0,10.0,10.94,0.0,0.0,0.0,0.0,0.0,5.33,22.48,70.09,0.01,0.14,0.0,8909.1,2648.9,3.2,8.4,39,11,9,45,0.11,1.7,1.38,0.7,5.62,52.48,36.05,40.51,0.29,242.83,394.5,5.5,68.3,Other
7056000,35.983175,-92.747553,9,2.03,2149.4,1,100.0,6.5,0.96,5,2.19,29.1,40.1,64.22,15.63,7.59,8.7,3.1,0.0,0.28,0.22,0.0,3.17,83.24,11.24,0.1,0.14,0.0,784.1,210.1,0.6,8.4,38,11,16,45,0.11,1.89,1.41,0.84,5.93,45.85,31.76,37.31,0.24,274.0,446.4,16.9,65.5,Undeveloped
7060500,36.116181,-92.143209,19,1.41,25801.9,1,100.0,7.1,0.95,7,3.26,37.1,114.3,63.43,15.43,8.14,6.26,3.43,2.43,0.34,357.19,0.05,5.66,61.56,27.9,2.22,0.25,0.0,2798.9,741.0,2.9,8.4,39,11,9,45,0.11,1.72,1.38,0.78,5.57,49.51,37.15,40.86,0.28,247.12,363.1,9.6,171.8,Other
7060710,35.995351,-92.212655,6,2.71,150.0,1,100.0,7.0,1.14,4,1.5,35.0,35.6,64.62,18.56,9.44,6.76,0.0,0.0,0.67,0.33,0.0,2.8,95.25,1.17,0.07,0.08,0.0,249.0,67.6,0.2,8.4,39,11,9,45,0.12,1.76,1.38,0.58,5.88,52.83,35.31,37.71,0.27,262.25,289.1,13.7,138.1,Undeveloped
7068000,36.622003,-90.847623,7,1.23,5318.6,1,97.7,9.5,1.05,6,1.82,44.5,115.3,63.05,15.99,9.29,5.97,2.85,2.09,0.36,0.39,0.0,3.38,82.17,12.02,0.2,0.51,0.0,986.3,239.6,1.4,8.4,39,11,9,55,0.1,1.76,1.36,0.54,5.22,56.33,41.49,39.64,0.29,228.32,297.3,8.2,113.7,Undeveloped
