,00010,00095,00300,00400,00405,00600,00605,00618,00660,00665,00681,00915,00925,00930,00935,00940,00945,00955,71846,80154
01054200.csv,-0.08268610514736717,-0.1798556446068337,-0.01667003834680588,-0.39253919048474945,0.6301301081501978,0.1141095110953627,0.03506203708251853,-0.020173506187160718,0.01618702994766892,0.5621559805709307,0.4854657435184966,-0.3357064729219059,-0.36850930453893904,-0.5205996254623395,0.08885447243907152,-0.15070333259238824,-0.3167748521958449,-0.4379001979096088,0.06321353373686002,0.19697034486634177
01097000.csv,-0.21363989660338242,-0.32466407745733994,,,,,,,-0.039639504541096146,-0.10196544280667365,,,,,,,,,,
01111500.csv,-0.29849502776663284,-0.29695751498558515,0.30454578026045387,-0.1966974258357485,-0.041377699965351,0.039126534779177505,0.08675340848569947,-0.1244500959825426,0.01463873719376545,0.2469837959143524,,-0.5078653539760941,-0.4793114755983925,-0.299211489229631,-0.6784898009403827,-0.3126376937097488,0.13128581590709817,,0.15528686448596873,0.4014681180383257
01116500.csv,-0.2944948229451152,-0.6538155463769226,0.44277100007625075,-0.01139911316187916,-0.20765854565255787,-0.4134732594172258,-0.08336417804910248,-0.5462995987539375,-0.5220356968726971,-0.5190285202014301,,-0.6719815229308187,-0.6019857957064768,-0.7556058550553344,-0.6929739282149757,-0.782962688410759,-0.5054802695521632,,-0.28526050427528815,-0.36582509659357054
01118500.csv,-0.4384035955256369,-0.6735900863681541,0.29243096813868813,-0.5928361412493633,0.3214942372682422,-0.47525415278234473,-0.1063749875266273,-0.6328843555957391,-0.39545304148458393,-0.3002410090349281,,-0.8145156357032132,-0.781022073955075,-0.5850514279785012,-0.5100588818305176,-0.34949482778748825,-0.4503091316349079,-0.31106753017476046,0.0952871712899194,0.21106028743238428
01124000.csv,-0.45848878745265403,-0.3598407306238327,0.4361962391261604,-0.37565188434621444,-0.07278774674953443,-0.2631726962983457,-0.14339528281131972,-0.46294854266817087,-0.11276806923977215,-0.1953046418627611,,-0.4989112417551526,-0.5637110540242141,-0.35449916834698875,-0.48216778098412244,-0.3156431526938148,-0.28270646383923964,0.3718058049834837,0.01676953916191757,
01125100.csv,-0.4659758412172626,-0.500807872788123,0.3852917938537761,-0.38135473512959533,-0.01770031834703789,-0.4607257330307135,-0.30593318284403676,-0.4476274431494465,-0.06703525254743187,-0.21086227428610996,,-0.5948455062051752,-0.6306652587387065,-0.40555222811116354,-0.5645205881759865,-0.3499347439984995,-0.4387532551026712,0.4003952378070498,0.006313442048422421,
01127000.csv,-0.3796540797673972,-0.5012423680305443,0.3061307358571231,-0.3632232091344727,-0.07011142548142672,-0.18487349899025002,-0.18160159996291192,-0.0674614088256928,-0.14039367158660684,-0.08060582268819468,,-0.6459640056773092,-0.6830338084432019,-0.4023363397091765,-0.541699115731422,-0.3099047281142932,-0.3210194434454602,0.4164156403385081,-0.08844373838012555,0.16703371245675172
01170100.csv,-0.2551534515290774,-0.6624204814014685,0.22148915519344037,-0.12117915339700845,-0.13397995951897565,0.2725271421155514,0.2215459121908999,0.24928457238969098,0.0054707152538356184,0.4179723651413814,0.3731518884808002,-0.6293369622041226,-0.7169007380939912,-0.3134855479593954,-0.5034542659681527,-0.18355178903554034,-0.3734430092963693,-0.38205357358202907,-0.09750070374427862,0.3242770901294924
01184000.csv,-0.30841979368368233,-0.6558530921600079,0.3508832156115035,-0.19167062597581758,-0.03805212697942933,-0.238936947234384,0.09230805184533411,-0.4087067938929685,-0.38975544813942287,0.16858706843446106,-0.08387458947607361,-0.7306553779689788,-0.7711769857793143,-0.5148141947998103,-0.6183882595456324,-0.45733089195975296,-0.39810290230062145,0.13639162255999696,-0.25823825242190335,0.7823194798972136
01184490.csv,-0.31573429370539596,-0.6381528492278012,0.30964039875704097,-0.2152206106895565,0.01462430096880146,-0.22037324594164892,0.4167368861426443,-0.5221272578511177,0.41437901071284966,0.5126712605158826,0.34913089700279826,-0.7273875734885927,-0.7147352091459948,-0.09777698736341307,-0.020339560581338834,-0.14193163476411724,-0.6381008526933113,-0.5211623734021679,0.551066061853738,0.3570933266522897
01188000.csv,-0.1526737510900996,-0.29302941476999816,0.16004539711427987,-0.19595708392700167,0.010043062512782946,-0.011680956334037224,0.20017559862057754,-0.07161105273767879,-0.06260306852398502,0.3002585061024023,,-0.35788489900367615,-0.397032018740826,-0.13434827764475302,-0.5070901810635751,-0.17313454422452593,-0.043036706713364556,-0.4547350153167994,-0.3557045445294835,
01189995.csv,-0.18065001245601522,-0.4509205223649329,0.12579884848056264,-0.3201761072074226,0.01955626254643393,-0.3458273954930931,0.04595739689687028,-0.46382935379663887,-0.4548324953258038,-0.3110720373702601,,-0.7233574080315408,-0.6678246725315771,-0.3682669245495428,-0.5957533251194566,-0.2894056263181974,-0.37785633348609127,0.1487246519936897,-0.13599290223722052,
01192500.csv,-0.261173754586823,-0.402497750942408,0.21380720730199426,-0.39410258728674863,0.03605365628773419,-0.5207314248372961,-0.2219027633498151,-0.5155377372478847,-0.4405124019844727,-0.43117938789559285,0.08000086157876607,-0.7122850719090413,-0.6444871772443237,-0.19594392074245082,-0.6961720568657253,-0.17258700611567127,-0.6805677627835899,-0.2937237644257111,0.0639321143557735,0.7019045707754777
01192883.csv,-0.3031857579714825,-0.7246045028974706,0.4373965113182739,-0.3612813608087011,-0.29423838220631077,-0.0037308040048154275,0.3255712918308079,-0.12063969947433384,-0.24055142018489445,0.24288177031350053,,-0.8580987367645586,-0.8853479206780657,-0.563792528023174,-0.31642824049649493,-0.5084509247494272,-0.03847841736070525,-0.6955032752812105,-0.12741821072379142,0.36136611920428463
01193500.csv,-0.25970139733739867,-0.23018520771924444,0.22323027570759726,-0.35734617526513196,0.06266629043680919,0.15037565332851102,0.09679340955282908,0.20664307183537178,0.07496583048855267,0.3272158386117412,-0.1858845445493229,-0.5564210560174248,-0.5491370746426738,-0.05340282015063814,-0.42255313656265964,-0.1388540054219152,-0.038023250016837824,-0.29813921258266013,0.022947587854241253,0.5579124682642622
01196500.csv,-0.2602287460620906,-0.4607620848351613,0.22595405841222627,-0.3009118663922755,-0.0682827871322615,-0.4156513471827981,-0.013866113454291644,-0.4123729097424396,-0.4076113087217863,-0.13677380802674546,,-0.7221361715550969,-0.7384328731570389,-0.27973520954809494,-0.6227512803495833,-0.2215638888288512,-0.6012879452873064,-0.43277111135081164,-0.007324131359971518,-0.18837369182383257
01198125.csv,-0.4717766246213955,-0.7437502479173776,0.32604984085891564,-0.4059793066440423,0.08304171356950182,-0.4907263649158586,0.016172042223360068,-0.5834921994559698,-0.03255204991959316,0.492694634303517,,-0.8207151963448904,-0.7907343771699781,-0.5648331143526277,-0.5333404480094974,-0.4793857765838274,-0.4372718461879845,0.3643199821918522,0.005537186782895271,0.7892710162453138
