staid,00010_kge,00010_pbias,00010_r2,00095_kge,00095_pbias,00095_r2,00300_kge,00300_pbias,00300_r2,00400_kge,00400_pbias,00400_r2,00405_kge,00405_pbias,00405_r2,00600_kge,00600_pbias,00600_r2,00605_kge,00605_pbias,00605_r2,00618_kge,00618_pbias,00618_r2,00660_kge,00660_pbias,00660_r2,00665_kge,00665_pbias,00665_r2,00681_kge,00681_pbias,00681_r2,00915_kge,00915_pbias,00915_r2,00925_kge,00925_pbias,00925_r2,00930_kge,00930_pbias,00930_r2,00935_kge,00935_pbias,00935_r2,00940_kge,00940_pbias,00940_r2,00945_kge,00945_pbias,00945_r2,00955_kge,00955_pbias,00955_r2,71846_kge,71846_pbias,71846_r2,80154_kge,80154_pbias,80154_r2
1054200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097000,,,,,,,,,,,,,,,,,,,,,,,,,0.08738011121749878,17.1698055267334,0.10624779760837555,0.2539544105529785,10.225966453552246,0.26310300827026367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111500,0.9113062620162964,0.5583871006965637,0.884433388710022,0.3237518072128296,3.9697556495666504,0.23894146084785461,0.8175798058509827,0.4891706109046936,0.775154173374176,-0.21620571613311768,0.6593509316444397,0.0008236810099333525,,,,0.10099339485168457,7.033869743347168,0.08875349164009094,-0.24238717555999756,35.71238708496094,0.02181059680879116,,,,,,,-0.19288432598114014,28.193876266479492,0.00015597800666000694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118500,0.9179249405860901,5.528134822845459,0.8853307366371155,0.5609892010688782,1.8360323905944824,0.424915611743927,0.8781335353851318,0.22582046687602997,0.7712424993515015,0.22308415174484253,1.2847634553909302,0.22323966026306152,,,,0.13626402616500854,12.931736946105957,0.0958915576338768,0.1478133201599121,7.375144004821777,0.10530425608158112,0.4430691599845886,21.731700897216797,0.40374284982681274,0.23276597261428833,4.814483165740967,0.06466635316610336,0.23168915510177612,4.128783702850342,0.17448118329048157,,,,0.6321368217468262,0.9813156723976135,0.4262063801288605,0.5113804340362549,6.208681583404541,0.27742135524749756,0.45723026990890503,4.716475009918213,0.3605870008468628,,,,0.7341488599777222,0.0005141883157193661,0.5442338585853577,,,,,,,0.2938494086265564,6.313164710998535,0.19829963147640228,,,
1124000,0.7791281342506409,3.344928026199341,0.802029550075531,0.55864417552948,18.553598403930664,0.5824236273765564,0.8545507788658142,2.47279691696167,0.8124046325683594,0.6400713920593262,0.6858014464378357,0.4799208641052246,,,,0.3080958127975464,10.03777027130127,0.21897995471954346,0.5176386833190918,5.947415351867676,0.29750746488571167,,,,,,,0.6558992266654968,0.5064918994903564,0.6249838471412659,,,,0.6426171064376831,15.79775619506836,0.49893617630004883,0.40876346826553345,6.029944896697998,0.16983699798583984,,,,,,,0.3205021619796753,37.07669448852539,0.5827460885047913,0.07467812299728394,7.566757678985596,0.03657850995659828,,,,,,,,,
1125100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127000,0.7572476863861084,11.014162063598633,0.8675556778907776,0.685420036315918,5.705100059509277,0.5055378675460815,0.8317655324935913,1.2584723234176636,0.8185392022132874,0.4263973832130432,0.131422758102417,0.19078543782234192,,,,0.3659753203392029,6.32452392578125,0.1856294423341751,0.3712970018386841,6.426026821136475,0.27026963233947754,0.5385347604751587,2.7435221672058105,0.2910480797290802,0.4789975881576538,11.133672714233398,0.349444717168808,0.6828188896179199,14.462976455688477,0.5256269574165344,,,,0.6994871497154236,8.481895446777344,0.5065510869026184,0.3742918372154236,24.720863342285156,0.3390406668186188,,,,,,,0.3701058626174927,26.163095474243164,0.4167976975440979,0.304379940032959,11.02383041381836,0.1129244863986969,,,,0.24658197164535522,36.32516098022461,0.21633188426494598,,,
1170100,0.8225523829460144,5.571406364440918,0.7137933969497681,0.08741199970245361,7.529407501220703,0.2583920955657959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1184000,0.8531000018119812,4.6189494132995605,0.834184467792511,0.4692341089248657,7.555595874786377,0.35331159830093384,0.900996208190918,0.9311480522155762,0.8125999569892883,0.34981346130371094,1.3051563501358032,0.2209210991859436,-0.08145022392272949,16.74957275390625,0.04795674979686737,0.4433661103248596,10.767931938171387,0.20833133161067963,0.1351621150970459,9.060479164123535,0.07817530632019043,-0.7186598777770996,16.985815048217773,0.2708796262741089,0.37492018938064575,22.3925838470459,0.18258504569530487,0.2809041738510132,6.0561933517456055,0.09357023239135742,,,,0.2887255549430847,12.095551490783691,0.16780640184879303,-0.3735356330871582,32.12174606323242,0.09918849170207977,0.20140677690505981,1.7077654600143433,0.18857906758785248,0.4122527241706848,1.7615001201629639,0.19998791813850403,0.20415109395980835,3.614992618560791,0.12883318960666656,0.4103770852088928,18.0217227935791,0.28640735149383545,0.4641924500465393,6.205883502960205,0.23744596540927887,0.40872228145599365,9.782700538635254,0.18187279999256134,0.5136023163795471,15.20394229888916,0.5139287114143372
