staid,00010_kge,00010_pbias,00010_r2,00095_kge,00095_pbias,00095_r2,00300_kge,00300_pbias,00300_r2,00400_kge,00400_pbias,00400_r2,00405_kge,00405_pbias,00405_r2,00600_kge,00600_pbias,00600_r2,00605_kge,00605_pbias,00605_r2,00618_kge,00618_pbias,00618_r2,00660_kge,00660_pbias,00660_r2,00665_kge,00665_pbias,00665_r2,00681_kge,00681_pbias,00681_r2,00915_kge,00915_pbias,00915_r2,00925_kge,00925_pbias,00925_r2,00930_kge,00930_pbias,00930_r2,00935_kge,00935_pbias,00935_r2,00940_kge,00940_pbias,00940_r2,00945_kge,00945_pbias,00945_r2,00955_kge,00955_pbias,00955_r2,71846_kge,71846_pbias,71846_r2,80154_kge,80154_pbias,80154_r2
1054200,0.6459130644798279,3.8959476947784424,0.7137817740440369,-0.6717648506164551,59.25430679321289,0.15858574211597443,,,,0.3712862730026245,0.6147292256355286,0.23368756473064423,,,,,,,,,,-3.9982986450195312,242.00181579589844,0.054644037038087845,-9.922597885131836,156.007568359375,0.0013105942634865642,,,,0.5949830412864685,7.7972283363342285,0.44446197152137756,-2.091663360595703,90.07421112060547,0.17410849034786224,-2.051676034927368,54.91864013671875,0.14294718205928802,-0.2417670488357544,30.614816665649414,0.21467432379722595,0.4105803966522217,2.012528896331787,0.17817826569080353,-0.1436147689819336,31.823856353759766,0.002802959643304348,-1.5115525722503662,51.954376220703125,0.13868653774261475,0.33879387378692627,46.27199935913086,0.3624870181083679,-2005.9202880859375,41.240264892578125,3.5577653832979256e-15,,,
1097000,,,,,,,,,,,,,,,,,,,,,,,,,-0.06215333938598633,75.1489486694336,0.07657574117183685,-0.06081283092498779,39.9217643737793,0.09546654671430588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111500,0.865861713886261,3.371459722518921,0.825824499130249,0.21487224102020264,29.913421630859375,0.14008422195911407,0.7338321208953857,3.92199969291687,0.5749516487121582,-0.07580876350402832,4.838327884674072,0.0001645710290176794,,,,-0.8930712938308716,8.4773588180542,0.05444718524813652,0.30449551343917847,28.06805992126465,0.14892815053462982,0.04444509744644165,14.135068893432617,0.020880170166492462,-8.220132827758789,68.81233215332031,4.158158481004648e-05,-0.02699446678161621,15.078995704650879,0.20337963104248047,,,,0.33683425188064575,6.822835445404053,0.12134154140949249,0.14909768104553223,15.344369888305664,0.05773353949189186,-0.279654860496521,49.42755889892578,0.00027534097898751497,,,,-0.13902688026428223,8.3740234375,0.015420452691614628,,,,,,,0.19532501697540283,60.16368103027344,0.21679902076721191,-0.4140208959579468,71.87626647949219,0.0625583752989769
1116500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118500,0.6890038251876831,29.020204544067383,0.8117097616195679,0.5969288349151611,2.1074180603027344,0.4482368528842926,0.7336676120758057,6.734810829162598,0.5600891709327698,0.1728576421737671,2.5427045822143555,0.30283254384994507,,,,-0.4190937280654907,24.825672149658203,0.14329217374324799,0.012807726860046387,28.572786331176758,0.04013289883732796,-0.449920654296875,37.242530822753906,0.10429129749536514,0.0161629319190979,33.26541519165039,0.16578783094882965,-0.1613239049911499,27.290302276611328,0.004849602933973074,,,,0.23001360893249512,43.59223937988281,0.492405503988266,-0.3876103162765503,73.02571868896484,0.45536139607429504,-0.3071880340576172,41.52872085571289,0.0045880600810050964,,,,-0.6473009586334229,43.714900970458984,0.2947289049625397,,,,,,,0.030374467372894287,38.02024459838867,0.08774328976869583,-1.230562448501587,155.3776397705078,0.013998246751725674
1124000,0.8070235252380371,17.045883178710938,0.8317953944206238,0.16810250282287598,28.946048736572266,0.14009776711463928,0.8666848540306091,1.3348702192306519,0.7602448463439941,0.3667926788330078,0.3908843696117401,0.17768119275569916,-0.3901888132095337,62.798667907714844,0.04923494532704353,0.021212875843048096,14.091264724731445,0.001001282362267375,0.39244675636291504,5.234757423400879,0.21532291173934937,-0.16831755638122559,3.9620697498321533,0.001038885093294084,-2.4322822093963623,166.9397735595703,0.016874469816684723,0.12948399782180786,56.15225601196289,0.22811859846115112,,,,0.18760693073272705,15.05297565460205,0.041507788002491,-0.34823477268218994,45.70568084716797,0.08577430993318558,-0.05452263355255127,52.81942367553711,0.12383510172367096,0.20074647665023804,21.523635864257812,0.22216075658798218,-0.46323704719543457,68.88094329833984,0.0004586921422742307,-0.08006024360656738,30.669334411621094,0.0002538640983402729,0.470511257648468,6.70849609375,0.30805596709251404,0.016606271266937256,33.93642044067383,0.03000451810657978,,,
1125100,0.8467174768447876,7.698863983154297,0.7647913694381714,0.27117544412612915,16.54715919494629,0.1542041003704071,0.8771626353263855,0.03480824455618858,0.8860304355621338,0.06673014163970947,0.7997773885726929,0.029902489855885506,-0.564741849899292,81.28944396972656,0.06271867454051971,-0.04488348960876465,12.694366455078125,0.04084058105945587,0.12762123346328735,5.196500301361084,0.11678445339202881,-0.3175467252731323,5.131308555603027,0.060317330062389374,-1.5142927169799805,220.82395935058594,0.09365841001272202,0.060171425342559814,45.27509307861328,0.03358640894293785,,,,0.10750293731689453,0.8942645192146301,0.020912161096930504,-0.21464323997497559,57.060577392578125,0.09017941355705261,0.2115362286567688,33.353721618652344,0.10722731798887253,0.3675462007522583,1.6848808526992798,0.26014500856399536,0.10351228713989258,37.332279205322266,0.05745534971356392,-0.2104099988937378,47.9541015625,0.012353592552244663,0.3475329875946045,38.847145080566406,0.46297523379325867,-0.3650205135345459,61.735008239746094,0.0022484399378299713,,,
1127000,0.8355027437210083,7.5027546882629395,0.7783602476119995,0.3083450198173523,8.542937278747559,0.10054592043161392,0.8995012044906616,1.106135368347168,0.8219554424285889,0.09609061479568481,0.5968542098999023,0.01712918095290661,-0.2309507131576538,50.29832077026367,0.008350430987775326,0.16216683387756348,22.317411422729492,0.050345323979854584,0.4306214451789856,8.991083145141602,0.21802829205989838,0.48111361265182495,11.245091438293457,0.2465783804655075,-0.4893249273300171,110.95457458496094,0.0013468918623402715,0.28926950693130493,20.97005844116211,0.13276347517967224,,,,0.10499536991119385,12.537293434143066,0.03720254823565483,0.11092406511306763,25.8460693359375,0.13348911702632904,0.214008629322052,16.05528450012207,0.05464673414826393,0.0843859314918518,17.250301361083984,0.11755523085594177,-0.03735041618347168,19.968280792236328,0.00011211800301680341,-0.12148869037628174,24.937376022338867,0.0550241693854332,0.6259500980377197,5.3986334800720215,0.5180217623710632,0.2534632086753845,5.599957466125488,0.069450244307518,,,
1170100,0.7558727264404297,21.081907272338867,0.7693125605583191,0.1507725715637207,0.8753269910812378,0.12079726159572601,0.7315254211425781,1.2217953205108643,0.5771155953407288,0.09108620882034302,7.768359661102295,0.008927890099585056,,,,,,,,,,-0.9102829694747925,110.32440948486328,0.33484017848968506,-101.99024963378906,194.17691040039062,6.368150934576988e-05,,,,0.3493311405181885,6.154143333435059,0.21530750393867493,0.15476584434509277,45.33780288696289,0.21677479147911072,0.17752009630203247,0.6859564781188965,0.09143707156181335,-1.7390587329864502,48.874752044677734,0.20693467557430267,0.16310280561447144,31.53875732421875,0.06959468871355057,-0.3042781352996826,8.443520545959473,0.01497483067214489,-0.40199530124664307,11.298937797546387,0.08606985956430435,-0.3184936046600342,44.508628845214844,0.0006066900095902383,-0.24191439151763916,69.32547760009766,1.6698517129043466e-06,,,
1184000,0.8719006776809692,2.9895715713500977,0.8162435293197632,0.33224451541900635,5.965766906738281,0.13644257187843323,0.8476637005805969,3.7591211795806885,0.7429155111312866,0.19322091341018677,2.529693841934204,0.05574670061469078,-0.0383906364440918,28.583627700805664,5.0648934120545164e-05,-1.1453468799591064,35.83323287963867,0.02721860073506832,-0.1567903757095337,18.444110870361328,0.0004966499982401729,0.0475885272026062,17.860382080078125,0.1746472716331482,0.10637593269348145,12.62514591217041,0.11723203957080841,-0.14859282970428467,3.726874589920044,0.0007085357210598886,-0.22427988052368164,20.607419967651367,0.04274589195847511,0.1948714256286621,20.88137435913086,0.05388037487864494,-0.20481491088867188,42.469703674316406,0.16320814192295074,0.12798869609832764,19.89706802368164,0.024612097069621086,0.4408707022666931,24.174577713012695,0.2634895145893097,0.05211585760116577,44.00936508178711,0.06060869246721268,-1.2144091129302979,52.51613235473633,0.07902928441762924,0.18657922744750977,10.720285415649414,0.2221972495317459,-0.07322132587432861,13.446087837219238,0.0012109607923775911,-0.06460237503051758,33.59408187866211,0.05972307175397873
1184490,0.7691161036491394,0.8084133267402649,0.7345641851425171,0.412389874458313,12.310301780700684,0.20132407546043396,0.8374685645103455,7.601670742034912,0.8467673659324646,0.2302800416946411,0.8439205884933472,0.05514658987522125,-0.33761560916900635,26.64301109313965,0.012297563254833221,0.16292542219161987,19.83113670349121,0.04778929799795151,-0.17963016033172607,36.50090408325195,0.005638267379254103,-0.3320578336715698,0.10785563290119171,0.015010393224656582,-0.12207174301147461,30.858585357666016,0.05710358917713165,-0.2506653070449829,53.69026184082031,0.03026490844786167,,,,0.4249836206436157,3.0766398906707764,0.20912694931030273,0.11692214012145996,5.652541160583496,0.07431164383888245,0.362761914730072,25.59725570678711,0.23867587745189667,-0.09941542148590088,25.67683982849121,6.623253284487873e-06,0.23161613941192627,11.096219062805176,0.1855594515800476,0.31428617238998413,11.767070770263672,0.1063951700925827,0.17525899410247803,32.17014694213867,0.07396311312913895,-0.2912271022796631,35.567020416259766,0.005449851043522358,,,
1188000,0.8158666491508484,5.1528239250183105,0.7816846966743469,0.06158304214477539,30.427587509155273,0.02798539772629738,0.7631361484527588,6.0038557052612305,0.8424409031867981,0.35051971673965454,3.3905856609344482,0.14071591198444366,,,,0.1648268699645996,5.260873794555664,0.06903691589832306,0.24220556020736694,10.574110984802246,0.0849883034825325,0.24649673700332642,8.044144630432129,0.12309487164020538,-5.842967987060547,121.59796905517578,0.0026844104286283255,0.1617342233657837,9.908080101013184,0.20709754526615143,,,,,,,,,,,,,,,,,,,,,,,,,0.04908663034439087,29.447105407714844,0.08562725782394409,,,
1189995,0.8154465556144714,16.69538116455078,0.8495522141456604,0.3203698992729187,20.409809112548828,0.2203754484653473,0.8834476470947266,7.3937602043151855,0.8279308080673218,0.47496360540390015,0.2632525563240051,0.2307950258255005,0.20465689897537231,14.950884819030762,0.07309834659099579,-0.1859424114227295,40.800453186035156,0.0361134335398674,0.04215484857559204,19.668838500976562,0.03545862063765526,-0.710793137550354,32.522300720214844,0.041451819241046906,0.17925071716308594,31.705703735351562,0.23050086200237274,0.22719544172286987,2.200681447982788,0.10443318635225296,,,,0.2945263981819153,20.264827728271484,0.18652965128421783,0.404385507106781,4.374386787414551,0.3098848760128021,0.22458654642105103,24.436080932617188,0.10539034754037857,0.26010870933532715,40.12869644165039,0.1846589744091034,0.10415244102478027,47.1126823425293,0.10831879079341888,-0.05610215663909912,63.828670501708984,0.08316484838724136,0.2783319354057312,11.361754417419434,0.2518911361694336,0.2150644063949585,25.725242614746094,0.10636699944734573,,,
