staid,00010_kge,00010_r2,00010_pbias,00095_kge,00095_r2,00095_pbias,00300_kge,00300_r2,00300_pbias,00400_kge,00400_r2,00400_pbias,00405_kge,00405_r2,00405_pbias,00600_kge,00600_r2,00600_pbias,00605_kge,00605_r2,00605_pbias,00618_kge,00618_r2,00618_pbias,00660_kge,00660_r2,00660_pbias,00665_kge,00665_r2,00665_pbias,00681_kge,00681_r2,00681_pbias,00915_kge,00915_r2,00915_pbias,00925_kge,00925_r2,00925_pbias,00930_kge,00930_r2,00930_pbias,00935_kge,00935_r2,00935_pbias,00940_kge,00940_r2,00940_pbias,00945_kge,00945_r2,00945_pbias,00955_kge,00955_r2,00955_pbias,71846_kge,71846_r2,71846_pbias,80154_kge,80154_r2,80154_pbias
02175000,0.8661402,0.835,0.682,0.18087724,0.043,1.004,0.62709755,0.439,1.21,-0.24711204,0.047,0.67,0.21662234,0.167,30.409,,,,,,,0.47611538,0.427,11.599,0.5592146,0.451,6.889,0.56494856,0.381,4.509,,,,,,,,,,,,,,,,-0.07725298,0.001,1.772,0.29373884,0.121,15.554,,,,0.1490472,0.191,4.81,0.21108097,0.163,1.812
02177000,0.91440046,0.897,0.464,0.062236533,0.02,0.475,0.71104115,0.513,1.167,-0.17802629,0.013,0.22,0.114291735,0.109,7.929,,,,,,,,,,,,,0.24981081,0.332,8.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02198500,0.9181685,0.878,2.739,0.2243557,0.178,3.087,0.5318305,0.365,3.159,-0.35180816,0.102,0.699,,,,,,,,,,,,,,,,-0.108478576,0.003,0.263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02203603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02203655,,,,0.44107395,0.378,4.893,,,,-0.33285394,0.014,2.336,0.05618704,0.194,21.578,0.048584763,0.071,0.043,,,,0.030358663,0.094,3.941,-0.3560111,0.031,62.329,0.26602146,0.239,20.939,,,,0.21666771,0.318,0.768,0.24343783,0.273,9.021,0.23128465,0.283,4.502,0.08975642,0.01,2.827,0.19444036,0.252,18.274,0.48052067,0.505,7.626,0.17064168,0.263,8.189,,,,,,
02203700,,,,0.046304453,0.054,3.307,,,,-2.1255462,0.131,5.353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02207385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02215000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02215500,0.8924245,0.906,1.379,0.5820371,0.442,7.512,0.73060006,0.592,0.098,-0.19609907,0.023,1.832,0.44931936,0.338,9.915,0.005031117,0.029,0.037,-0.002947783,0.069,3.783,,,,,,,0.21429306,0.17,3.614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02269160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4778475,0.535,0.43
02270500,0.8466439,0.796,6.816,0.47438645,0.578,35.835,0.6898495,0.751,2.271,0.29946756,0.231,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02274005,0.53014684,0.292,3.563,0.1438851,0.031,5.074,0.50914735,0.283,13.796,-3.8424208,0.046,2.561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02274010,0.60458195,0.389,2.793,0.37306705,0.214,0.701,0.5780958,0.496,21.427,-1.8853298,0.001,3.826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02307359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02310947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02314500,0.8185913,0.686,2.399,-0.11361187,0.0,5.159,0.6736731,0.48,6.957,-0.68717855,0.168,5.259,0.47862145,0.26,5.46,,,,,,,,,,,,,0.103615895,0.027,22.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02318500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02334885,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20161776,0.256,3.585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02335870,0.81781185,0.792,1.726,0.28234994,0.194,1.673,0.7024468,0.522,0.212,-0.7763917,0.006,0.671,-0.37923443,0.055,4.208,0.10537112,0.033,8.636,0.6968624,0.529,13.046,0.31814212,0.263,9.216,0.56484205,0.332,3.669,0.3870581,0.289,38.474,,,,,,,,,,,,,,,,0.26590717,0.308,5.239,0.07585515,0.03,3.221,,,,0.2606579,0.111,4.568,0.31149244,0.156,19.233
02336120,,,,0.32059708,0.205,2.083,,,,-0.5050504,0.026,0.106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02336240,,,,0.345832,0.195,7.159,,,,-0.2847899,0.046,2.359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02336300,0.88093704,0.84,1.154,0.4427144,0.389,2.546,0.74230343,0.592,1.518,-0.45131633,0.059,1.354,-0.11086901,0.024,10.236,,,,,,,,,,,,,0.17506352,0.209,16.588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02336360,,,,0.60808635,0.401,2.237,,,,-0.33064404,0.001,1.856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02336526,,,,0.44684994,0.314,3.813,,,,-0.54585236,0.007,0.549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02337410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02338000,0.865879,0.831,3.319,0.49545616,0.36,9.638,0.75325125,0.672,1.154,-0.29070917,0.078,1.724,-0.0597773,0.031,13.934,,,,0.051376835,0.108,1.775,0.48597175,0.423,21.071,0.2817538,0.385,17.426,0.7977621,0.715,12.937,,,,,,,,,,,,,,,,0.5025704,0.388,14.553,0.14115076,0.091,18.018,,,,0.250908,0.164,9.374,0.19592778,0.365,17.933
02338500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02338660,0.8073701,0.782,0.434,0.22540079,0.667,23.891,0.40128732,0.407,2.312,-2.1977282,0.097,0.516,,,,,,,,,,,,,,,,0.1311749,0.105,12.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02349500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02349605,0.85690814,0.893,2.922,-0.09039962,0.012,0.437,0.6759509,0.569,1.538,-0.5952268,0.35,2.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02350080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02353000,0.9086948,0.894,0.359,0.46726125,0.356,3.294,0.7565218,0.588,1.839,-0.60833377,0.369,0.11,-0.07785792,0.001,45.953,,,,,,,,,,,,,0.00032059377,0.06,11.573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02356000,0.888412,0.924,4.599,0.5799661,0.578,8.857,0.6589162,0.541,3.637,-0.40067276,0.124,5.504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02358000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02359170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6885184,0.561,16.378
02380500,0.90656114,0.871,3.346,0.6257776,0.739,7.971,0.73330015,0.54,1.98,-0.49607092,0.177,3.671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02381090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02387000,0.9186205,0.903,1.028,0.5963123,0.471,1.003,0.75942206,0.692,0.046,-0.25139457,0.01,0.149,-0.018982379,0.038,0.363,0.09220842,0.05,0.637,-0.15934059,0.0,11.683,,,,,,,0.46041858,0.355,34.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02392000,0.9320137,0.9,0.914,0.417806,0.177,3.541,0.86452144,0.755,2.743,-0.17380595,0.021,1.777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02392360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02392780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02413210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03056250,0.8489913,0.836,6.537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03058000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03085000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03230450,0.8899105,0.798,0.592,-0.20321122,0.034,0.959,0.22715273,0.066,0.69,-3.7155077,0.419,1.095,,,,,,,0.49266303,0.459,8.119,0.20667276,0.465,27.321,0.5652679,0.511,2.305,0.63668007,0.574,1.509,,,,,,,,,,,,,,,,0.4218101,0.329,16.176,0.46327808,0.406,11.88,0.6030802,0.374,1.017,-0.05564429,0.174,41.897,0.4992863,0.437,8.501
03230500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03339000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03353637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03376350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29830778,0.273,13.831
03497300,0.801302,0.705,5.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45210275,0.258,1.961,0.47996673,0.301,1.244,0.06603158,0.022,1.532,0.14835882,0.05,1.507,0.20762783,0.393,7.526,0.6297122,0.573,13.411,-0.38369614,0.139,1.832,,,,,,
04063700,0.8128232,0.82,14.164,0.54136133,0.495,1.526,,,,,,,,,,,,,,,,0.32206988,0.479,19.588,,,,,,,0.5511807,0.686,11.924,0.5379385,0.336,0.608,0.53853834,0.343,0.917,0.38831866,0.172,0.626,0.27872473,0.14,9.063,0.25748032,0.233,0.299,0.5092493,0.319,13.853,0.64638466,0.485,3.817,,,,,,
04072150,,,,-0.3918813,0.047,8.293,,,,-6.2673326,0.004,0.405,,,,0.33134446,0.357,24.363,0.2857951,0.272,23.637,0.23773107,0.149,30.43,0.071426354,0.008,0.262,0.31240186,0.257,10.392,,,,,,,,,,,,,,,,,,,,,,,,,0.03293113,0.269,83.651,,,
04073462,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27367604,0.154,18.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14623533,0.172,17.034
04073468,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28306347,0.21,5.137,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021801678,0.046,1.463
04077630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04084445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1412859,0.028,6.359
04085119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40851325,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18134671,0.171,9.293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40851385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04085427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04087000,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11652636,0.198,21.876,,,,,,,,,,,,,,,,0.19072998,0.192,9.788,,,,,,,,,,-0.13459276,0.014,53.338
04087120,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.024169162,0.019,1.076,,,,,,,,,,,,,,,,0.5802798,0.471,14.846,,,,,,,,,,,,
04087170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04137500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04161820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04165500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04176500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04178000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04183500,,,,,,,,,,,,,,,,-0.002063784,0.097,4.002,0.06932963,0.097,20.718,,,,0.16375776,0.125,2.989,0.04505301,0.063,23.924,,,,,,,,,,,,,,,,,,,,,,,,,-0.1463568,0.047,24.347,,,
04186500,,,,,,,,,,,,,,,,0.44299576,0.447,15.616,0.5356684,0.337,2.76,,,,0.6316339,0.42,7.408,0.54094,0.365,16.286,,,,,,,,,,,,,,,,,,,,,,,,,0.098340034,0.072,4.192,0.3657152,0.18,24.314
04188496,,,,,,,,,,,,,,,,0.3633997,0.229,19.911,0.7411733,0.578,9.615,,,,0.56190324,0.326,3.207,0.75533897,0.583,2.724,,,,,,,,,,,,,,,,0.41335744,0.58,28.064,,,,,,,0.1053583,0.04,6.712,0.64473826,0.6,6.401
04191500,,,,,,,,,,,,,,,,0.40658742,0.517,12.608,0.70607364,0.556,12.585,,,,0.51446825,0.478,1.042,0.551518,0.646,36.993,,,,,,,,,,,,,,,,,,,,,,,,,0.051464174,0.367,31.722,0.07281243,0.53,83.534
04192500,,,,,,,,,,,,,,,,0.39595708,0.358,10.001,0.50020325,0.261,1.183,,,,0.3361088,0.378,10.841,0.6252016,0.573,26.453,,,,,,,,,,,,,,,,,,,,,,,,,-0.10289722,0.009,0.335,0.5239524,0.39,5.052
04193500,0.9271626,0.879,1.456,0.23022404,0.232,4.029,0.5824737,0.458,6.643,-0.16468474,0.012,0.353,0.5928034,0.533,13.048,0.4646591,0.451,17.444,0.3322018,0.263,6.982,0.4866801,0.549,6.09,0.43109488,0.338,17.387,0.4191349,0.616,11.402,,,,,,,,,,,,,,,,0.14500004,0.047,7.985,0.37998003,0.361,5.515,,,,0.08009194,0.094,22.377,0.51483303,0.709,4.643
04197100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04198000,,,,,,,,,,,,,,,,0.64028394,0.587,5.098,,,,,,,,,,0.62633604,0.614,5.38,,,,,,,,,,,,,,,,0.5219492,0.281,4.931,,,,,,,,,,0.6492829,0.625,3.268
04199000,,,,,,,,,,,,,,,,0.31461516,0.306,2.389,,,,,,,,,,0.5011631,0.408,22.32,,,,,,,,,,,,,,,,0.806764,0.706,4.486,,,,,,,,,,,,
04208000,,,,,,,,,,,,,,,,0.19941653,0.041,4.243,,,,,,,,,,0.27414984,0.28,2.236,,,,,,,,,,,,,,,,0.24092199,0.1,6.939,,,,,,,,,,0.22030023,0.591,29.425
04212100,,,,,,,,,,,,,,,,0.2228456,0.154,2.258,,,,,,,,,,0.30092287,0.294,0.18,,,,,,,,,,,,,,,,0.4911441,0.304,17.647,,,,,,,,,,,,
04213500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422026250,,,,0.34385565,0.292,2.461,,,,,,,,,,-0.07654081,0.002,4.273,0.031981386,0.071,14.084,,,,0.5246835,0.449,30.145,0.33689034,0.155,2.028,,,,,,,,,,,,,,,,0.45139128,0.461,5.342,-0.014642106,0.002,7.561,,,,0.30426607,0.198,26.528,,,
04229500,,,,,,,,,,,,,,,,0.40941972,0.389,4.052,0.23484531,0.283,0.23,,,,0.59908825,0.508,24.207,0.29258984,0.325,4.615,,,,,,,,,,,,,,,,0.17893903,0.163,3.514,0.12661892,0.104,20.753,,,,0.0886154,0.16,14.908,,,
04230500,,,,0.06205453,0.251,13.06,,,,,,,,,,0.56122404,0.602,0.018,0.39578068,0.456,2.719,,,,0.47243246,0.498,9.102,-0.91312826,0.046,48.94,,,,,,,,,,,,,,,,0.1275922,0.023,5.17,0.2793275,0.479,27.737,,,,0.33761257,0.402,1.524,,,
04231000,,,,,,,,,,,,,,,,0.5160521,0.494,8.241,0.33296433,0.188,2.7,,,,0.63209224,0.572,9.92,0.25116765,0.225,9.336,,,,,,,,,,,,,,,,0.28600416,0.087,7.996,0.070304886,0.305,35.34,,,,0.18432228,0.093,27.476,,,
04232034,,,,,,,,,,,,,,,,0.20327666,0.185,0.81,0.16372108,0.216,12.735,,,,0.32597947,0.293,1.584,0.11440357,0.157,1.575,,,,,,,,,,,,,,,,0.5803115,0.337,0.094,0.3728645,0.313,13.346,,,,-0.14102587,0.018,9.73,,,
04232050,,,,,,,,,,,,,,,,0.47897497,0.381,2.921,0.25258455,0.141,0.72,,,,0.4795706,0.328,2.68,0.20866776,0.138,2.199,,,,,,,,,,,,,,,,0.6809818,0.58,1.331,0.46572343,0.301,1.399,,,,-0.08175041,0.123,27.484,,,
423205010,,,,0.32391694,0.324,7.722,,,,,,,,,,0.5317667,0.422,4.819,0.33811876,0.202,8.546,,,,0.5712056,0.368,0.786,0.30166876,0.223,4.29,,,,,,,,,,,,,,,,0.4108827,0.329,2.797,0.31364805,0.187,2.494,,,,0.08873543,0.157,11.763,,,
05014300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05124480,0.9140054,0.924,7.664,,,,,,,,,,,,,,,,,,,0.49346325,0.436,8.7,,,,,,,0.53995407,0.311,0.882,0.062360764,0.006,3.363,0.18322222,0.112,0.85,0.0469647,0.087,2.923,0.12778452,0.017,1.509,0.4371196,0.357,1.293,0.05704717,0.357,13.471,0.6908581,0.517,4.329,,,,,,
05287890,0.9287887,0.909,4.83,0.45135173,0.218,1.336,0.5872382,0.493,5.674,-1.3177645,0.104,0.58,,,,0.2887197,0.25,9.161,0.6174985,0.52,7.467,0.36641166,0.256,9.628,,,,0.48169577,0.461,15.372,,,,,,,,,,,,,,,,0.42853773,0.342,19.142,,,,,,,0.093017675,0.188,33.435,,,
05288705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05325000,0.8694763,0.804,2.713,0.10475991,0.031,6.265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17412546,0.217,5.903
05406500,,,,,,,,,,,,,,,,0.16600324,0.186,0.556,0.14358677,0.32,21.699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.102306515,0.094,26.107,0.07523754,0.074,39.674
05413500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18440828,0.439,27.507
05424000,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41483882,0.326,2.894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05424057,,,,,,,,,,,,,,,,,,,,,,,,,0.2609888,0.157,20.242,0.14732799,0.034,3.969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05427718,,,,,,,,,,,,,,,,0.014386931,0.008,6.9,0.2760382,0.144,31.512,,,,0.4373374,0.329,2.677,0.41245425,0.481,15.369,,,,,,,,,,,,,,,,,,,,,,,,,-0.33807537,0.151,106.018,0.1320551,0.199,23.007
05427850,,,,,,,,,,,,,,,,,,,,,,,,,-0.5869782,0.378,148.002,0.35438278,0.141,5.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04003398,0.018,2.066
05427948,,,,,,,,,,,,,,,,0.78768843,0.643,7.598,0.68232715,0.771,0.595,,,,0.21574806,0.142,5.23,0.6151984,0.473,3.658,,,,,,,,,,,,,,,,,,,,,,,,,0.2408947,0.252,53.518,0.64665526,0.558,1.506
54310157,,,,,,,,,,,,,,,,0.4154669,0.288,14.446,-0.028555,0.02,4.502,,,,-0.13231932,0.07,77.089,0.18323803,0.228,12.715,,,,,,,,,,,,,,,,,,,,,,,,,-0.21501213,0.004,74.29,-0.05296705,0.053,45.791
05431016,,,,,,,,,,,,,,,,0.27235454,0.466,35.412,-0.4021932,0.119,14.098,,,,0.17756559,0.141,6.208,0.25116974,0.163,5.114,,,,,,,,,,,,,,,,,,,,,,,,,-0.87028515,0.0,143.826,0.19328563,0.238,9.866
05431017,,,,,,,,,,,,,,,,,,,,,,,,,0.59187746,0.475,6.588,0.4142792,0.332,2.592,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.24159557,0.009,42.73
05431022,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27845776,0.311,0.681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05432695,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3605283,0.157,10.954,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38954598,0.325,42.171
05432927,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47828194,0.312,0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44837996,0.294,18.154
05437500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05440000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05446500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05447500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05451210,0.8204504,0.804,12.787,0.42100376,0.218,4.169,0.3198274,0.131,4.257,-5.104798,0.001,5.494,,,,,,,,,,0.76881313,0.743,2.874,0.4581772,0.384,38.518,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30928868,0.368,20.63,0.15466976,0.697,45.136
05465500,0.8926033,0.807,1.752,0.31118047,0.263,3.218,0.6255868,0.657,2.258,0.043696612,0.002,0.677,0.48702314,0.517,13.05,0.53516597,0.52,2.685,0.23067795,0.177,6.043,0.5513434,0.432,3.04,0.38865033,0.284,4.443,0.03380067,0.151,2.17,,,,0.35468602,0.34,4.507,0.13362277,0.082,0.614,0.5357644,0.567,8.105,0.19092311,0.203,2.518,0.544387,0.532,2.896,0.54900604,0.575,2.185,0.44039017,0.664,7.799,0.55817765,0.402,9.839,0.10870868,0.101,9.0
05474000,0.9179735,0.909,2.484,0.12610768,0.153,2.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32609022,0.373,2.158
05490500,0.91422284,0.901,6.672,0.2593008,0.225,4.443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05500000,0.90555656,0.837,3.123,0.11469756,0.052,3.632,0.6061475,0.387,3.36,-1.5501834,0.2,0.89,,,,0.4069227,0.366,2.24,0.6449269,0.675,0.341,,,,,,,0.5835888,0.67,2.676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05514500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05520500,0.935113,0.906,3.926,-0.32170525,0.08,2.216,0.40868533,0.298,2.408,-0.15754372,0.009,1.092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05525000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05525500,0.89613414,0.834,1.657,-0.25067353,0.053,0.399,0.5752614,0.381,1.93,-1.3888407,0.016,1.232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05526000,0.9187203,0.879,2.679,-0.45794064,0.159,0.85,0.5233455,0.329,1.777,-0.7220577,0.047,0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05527500,0.93130904,0.882,2.88,-0.27472135,0.018,3.03,,,,-0.517789,0.222,0.858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05527900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.20511828,0.189,61.695
05527905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0423849,0.141,8.364
05527910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.066663995,0.045,15.144
05531500,0.9302948,0.882,2.367,0.7211876,0.545,3.419,0.6348091,0.505,3.485,-0.24717475,0.034,0.588,,,,0.13025525,0.076,0.918,0.16992564,0.103,9.184,,,,,,,0.13587184,0.081,8.259,,,,,,,,,,,,,,,,0.63689035,0.425,10.303,0.45221102,0.236,1.885,,,,,,,,,
05532500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29543525,0.24,12.649
05540275,0.8845886,0.809,4.319,0.5617415,0.34,2.84,0.6132147,0.403,12.651,-1.3305132,0.048,5.623,,,,0.68949586,0.548,11.27,0.089878514,0.039,0.754,,,,,,,0.012714223,0.014,17.673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05541710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05542000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05543500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05552500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05555300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05556500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05570000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42394134,0.337,15.089
