staid,00010_kge,00010_r2,00010_pbias,00095_kge,00095_r2,00095_pbias,00300_kge,00300_r2,00300_pbias,00400_kge,00400_r2,00400_pbias,00405_kge,00405_r2,00405_pbias,00600_kge,00600_r2,00600_pbias,00605_kge,00605_r2,00605_pbias,00618_kge,00618_r2,00618_pbias,00660_kge,00660_r2,00660_pbias,00665_kge,00665_r2,00665_pbias,00681_kge,00681_r2,00681_pbias,00915_kge,00915_r2,00915_pbias,00925_kge,00925_r2,00925_pbias,00930_kge,00930_r2,00930_pbias,00935_kge,00935_r2,00935_pbias,00940_kge,00940_r2,00940_pbias,00945_kge,00945_r2,00945_pbias,00955_kge,00955_r2,00955_pbias,71846_kge,71846_r2,71846_pbias,80154_kge,80154_r2,80154_pbias
01054200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01097000,,,,,,,,,,,,,,,,,,,,,,,,,0.25819462537765503,0.12399999797344208,20.56399917602539,0.3953288793563843,0.2029999941587448,23.900999069213867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01111500,0.8948078751564026,0.8820000290870667,4.308000087738037,0.27896952629089355,0.13600000739097595,0.5619999766349792,0.7444961667060852,0.5580000281333923,1.8619999885559082,0.00979524850845337,0.0,3.434999942779541,,,,-0.05086994171142578,0.0010000000474974513,9.972000122070312,-0.17100560665130615,0.008999999612569809,33.784000396728516,,,,,,,0.03079324960708618,0.0020000000949949026,2.430000066757202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01116500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01118500,0.9363790154457092,0.9229999780654907,3.5880000591278076,0.4226025342941284,0.17900000512599945,0.210999995470047,0.8515604734420776,0.7490000128746033,2.6670000553131104,0.23756998777389526,0.07400000095367432,1.7400000095367432,,,,0.1002848744392395,0.014000000432133675,12.779999732971191,0.25077635049819946,0.06700000166893005,5.571000099182129,0.005828857421875,0.03400000184774399,38.141998291015625,0.18865567445755005,0.23499999940395355,27.885000228881836,0.2759316563606262,0.15700000524520874,18.049999237060547,,,,0.13695651292800903,0.07199999690055847,9.446999549865723,0.12907499074935913,0.05900000035762787,0.09000000357627869,0.20073211193084717,0.04800000041723251,14.1899995803833,,,,0.34931403398513794,0.41499999165534973,4.954999923706055,,,,,,,0.14344578981399536,0.026000000536441803,11.906999588012695,,,
01124000,0.877537727355957,0.949999988079071,9.22700023651123,0.39807748794555664,0.5870000123977661,15.121999740600586,0.9137340784072876,0.8429999947547913,1.253999948501587,0.6105749607086182,0.37400001287460327,0.16300000250339508,,,,0.34531480073928833,0.13199999928474426,15.3100004196167,0.3532657027244568,0.1679999977350235,5.368000030517578,,,,,,,0.2382587194442749,0.4650000035762787,24.05299949645996,,,,0.5488269329071045,0.5170000195503235,9.972999572753906,0.33247607946395874,0.14000000059604645,15.138999938964844,,,,,,,0.6066415905952454,0.6990000009536743,15.62600040435791,0.0165177583694458,0.004000000189989805,6.732999801635742,,,,,,,,,
01125100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01127000,0.8531398177146912,0.9670000076293945,9.524999618530273,0.517834484577179,0.3720000088214874,14.78600025177002,0.9023754000663757,0.8379999995231628,0.061000000685453415,0.43952804803848267,0.2160000056028366,0.5389999747276306,,,,0.3893347382545471,0.20399999618530273,8.053999900817871,0.29104936122894287,0.23600000143051147,4.328000068664551,0.4145565629005432,0.19599999487400055,10.755999565124512,0.3967655897140503,0.29899999499320984,5.552000045776367,0.6289524435997009,0.44999998807907104,2.874000072479248,,,,0.20009267330169678,0.08299999684095383,7.053999900817871,-0.04855513572692871,0.0,17.55900001525879,,,,,,,0.7443649768829346,0.6790000200271606,6.178999900817871,0.08036136627197266,0.17900000512599945,10.456999778747559,,,,0.22012853622436523,0.33399999141693115,29.968000411987305,,,
01170100,0.6836349964141846,0.8840000033378601,22.490999221801758,0.6156926155090332,0.3840000033378601,5.072999954223633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01184000,0.899537205696106,0.9430000185966492,4.7170000076293945,0.4066426157951355,0.18000000715255737,14.227999687194824,0.797033429145813,0.7820000052452087,2.6440000534057617,0.13883328437805176,0.04699999839067459,0.22300000488758087,0.01670825481414795,0.06300000101327896,9.270999908447266,0.5201476812362671,0.29499998688697815,2.369999885559082,0.2545778751373291,0.10199999809265137,13.906999588012695,0.0696825385093689,0.006000000052154064,4.570000171661377,0.484944224357605,0.24899999797344208,4.500999927520752,0.1183122992515564,0.1459999978542328,24.645000457763672,,,,0.2281397581100464,0.07599999755620956,2.2219998836517334,-1.168856143951416,0.012000000104308128,42.29800033569336,0.20516830682754517,0.12099999934434891,2.0139999389648438,0.5516206622123718,0.3199999928474426,2.5989999771118164,0.1184738278388977,0.03500000014901161,3.9040000438690186,0.5251935720443726,0.36399999260902405,10.439000129699707,0.47525471448898315,0.2630000114440918,4.198999881744385,0.30565041303634644,0.15299999713897705,22.326000213623047,-0.37869107723236084,0.01600000075995922,63.89699935913086
